seed_share_f,high_externality_probability,mean_final_share_F
0.0,0.0,0.15291666666666667
0.05,0.0,0.17
0.1,0.0,0.12916666666666668
0.2,0.0,0.24000000000000007
0.35,0.0,0.35000000000000003
0.5,0.0,0.5
