agent_id,t_cross,S_minus_i_cross,theoretical_threshold,state_at_cross,upgrade_margin_at_cross,delta_C_at_cross,delta_P,v_i,d_i,run_id
182,2,7.885325203098314,6.922613065326634,1,0.0005635298436852398,0.0009114662141694338,0.0014749960578545644,0.7531854522068846,0.12884247464375836,34
187,2,7.885325203098314,7.67035175879397,1,0.0011960280192022665,0.010539913438081593,0.011735941457284066,1.3165105479680088,1.0646165321224919,34
189,2,7.885325203098314,7.405025125628141,1,0.001373596124371268,0.005060406071724279,0.00643400219609558,1.2280922710494548,0.47762484416990536,34
198,2,7.885325203098314,6.946733668341708,1,0.003820945051719926,0.006380281111802367,0.010201226163522209,0.7606019057561907,1.1329339691535374,34
3,3,10.353060631798005,9.214070351758792,1,0.0017655383846097994,0.0023007518112383254,0.004066290195848136,1.8270072518446556,0.5045812084356287,34
4,3,10.353060631798005,8.008040201005025,1,0.001584911961734825,0.0007106939489887463,0.0022956059107235487,1.3829724653896445,0.19080480775109357,34
8,3,10.353060631798005,8.273366834170854,1,0.004207725571813592,0.0023008325874148876,0.006508558159228661,1.4528774683510082,0.6581492949050123,34
16,3,10.353060631798005,9.021105527638191,1,0.0014656627354587837,0.0015486841436218215,0.003014346879080565,1.7084765615406108,0.3499128734838848,34
17,3,10.353060631798005,8.418090452261307,1,0.003782744180341746,0.0023188261188811345,0.006101570299222916,1.5333113526880193,0.6233455746453169,34
18,3,10.353060631798005,8.924623115577889,1,0.0026034944067936383,0.002497140442096266,0.005100634848889952,1.6855559683090835,0.6085016681619168,34
20,3,10.353060631798005,8.586934673366834,1,0.0009989717697203027,0.000704346679054815,0.0017033184487750684,1.5756702213435785,0.16491971884721496,34
22,3,10.353060631798005,8.176884422110552,1,0.003518301928217893,0.0017872165142586158,0.005305518442476666,1.429965004048106,0.5002704775036877,34
25,3,10.353060631798005,8.056281407035176,1,0.0027017837646079457,0.0012548278534327587,0.003956611618040612,1.398156769730096,0.3461267956629057,34
26,3,10.353060631798005,8.08040201005025,1,0.003234519317618645,0.0015290979783017058,0.004763617295920283,1.407435454444706,0.42731130455419,34
31,3,10.353060631798005,8.852261306532663,1,0.001016343763858396,0.0009091981516257449,0.0019255419154842856,1.6748924682208184,0.20211558050254871,34
33,3,10.353060631798005,8.225125628140702,1,0.0023203200150248016,0.0012226074853275341,0.0035429275003525857,1.4345667651287843,0.32716939310543447,34
34,3,10.353060631798005,8.104522613065326,1,0.003098289096826523,0.0014910200669195892,0.004589309163745996,1.410303927666458,0.414544095613805,34
37,3,10.353060631798005,9.23819095477387,1,0.0023982281390309,0.003213975237056074,0.005612203376086917,1.8303813255888497,0.7447767809518406,34
38,3,10.353060631798005,9.310552763819095,1,0.0020376953342737814,0.0029784852824470995,0.005016180616720718,1.884768536346066,0.656503248324936,34
40,3,10.353060631798005,8.249246231155778,1,0.002579525480803868,0.0013845293198907883,0.003964054800694632,1.4382667379994079,0.37374782474014756,34
41,3,10.353060631798005,8.297487437185929,1,0.0049793054901419165,0.002774182927024808,0.007753488417166683,1.4591153646816803,0.8209176623102035,34
42,3,10.353060631798005,8.321608040201005,1,0.002318117444856771,0.001316089045449465,0.003634206490306035,1.4619539827819148,0.3472802899742383,34
43,3,10.353060631798005,9.28643216080402,1,0.0003760283888407656,0.0005336973689898815,0.0009097257578306075,1.869366522577106,0.10374923044575117,34
44,3,9.700046471416828,7.959798994974873,2,0.004118912485985948,0.0029692142487680127,0.007088126734753918,1.3616326855215748,0.6530141603811768,34
45,3,10.353060631798005,8.128643216080402,1,0.0012880522183027487,0.0006310678216598552,0.0019191200399625132,1.4175993303939762,0.1642093604859145,34
48,3,10.353060631798005,8.948743718592965,1,0.00028058453294677044,0.000275595158298317,0.0005561796912449037,1.6859560490513998,0.058743012256832844,34
51,3,10.353060631798005,9.455276381909547,1,0.0009035238740304763,0.001594710023653508,0.0024982338976841196,1.9222023639903802,0.3177565127774493,34
52,3,10.353060631798005,8.804020100502512,1,0.001287081231918119,0.001100491689239528,0.0023875729211576186,1.663392966831732,0.2491927043798455,34
54,3,10.02384718347215,9.33467336683417,2,0.0007843125202677825,0.0019064162253612331,0.0026907287456290675,1.886577335099535,0.32921344832585636,34
59,3,10.353060631798005,8.369849246231155,1,0.002894772415082736,0.0017072670467433546,0.004602039461825951,1.5165488465948302,0.44462534573164514,34
61,3,10.353060631798005,8.393969849246231,1,0.0007421715043356425,0.00044621892790239513,0.0011883904322381926,1.527547742423607,0.10621927036911419,34
63,3,10.353060631798005,8.442211055276381,1,0.004008467301202412,0.0025056448859759827,0.006514112187178696,1.5348760351398831,0.6823284309380617,34
67,3,10.353060631798005,8.562814070351758,1,0.003988276601437413,0.0027550243438273984,0.006743300945264814,1.5653699753116543,0.7468737118830098,34
