t,share_N,share_E,share_F,run_id,source,beta_rr
76,0.0,0.02,0.98,1,theory_rr_async,0.05
77,0.0,0.02,0.98,1,theory_rr_async,0.05
78,0.0,0.02,0.98,1,theory_rr_async,0.05
79,0.0,0.015,0.985,1,theory_rr_async,0.05
80,0.0,0.015,0.985,1,theory_rr_async,0.05
81,0.0,0.015,0.985,1,theory_rr_async,0.05
82,0.0,0.015,0.985,1,theory_rr_async,0.05
83,0.0,0.015,0.985,1,theory_rr_async,0.05
84,0.0,0.015,0.985,1,theory_rr_async,0.05
85,0.0,0.01,0.99,1,theory_rr_async,0.05
86,0.0,0.01,0.99,1,theory_rr_async,0.05
87,0.0,0.01,0.99,1,theory_rr_async,0.05
88,0.0,0.01,0.99,1,theory_rr_async,0.05
89,0.0,0.01,0.99,1,theory_rr_async,0.05
90,0.0,0.01,0.99,1,theory_rr_async,0.05
91,0.0,0.01,0.99,1,theory_rr_async,0.05
92,0.0,0.005,0.995,1,theory_rr_async,0.05
93,0.0,0.005,0.995,1,theory_rr_async,0.05
94,0.0,0.005,0.995,1,theory_rr_async,0.05
95,0.0,0.005,0.995,1,theory_rr_async,0.05
96,0.0,0.005,0.995,1,theory_rr_async,0.05
97,0.0,0.005,0.995,1,theory_rr_async,0.05
98,0.0,0.005,0.995,1,theory_rr_async,0.05
99,0.0,0.005,0.995,1,theory_rr_async,0.05
100,0.0,0.005,0.995,1,theory_rr_async,0.05
0,0.0,1.0,0.0,2,simulation_rr,0.05
1,0.0,0.95,0.05,2,simulation_rr,0.05
2,0.0,0.905,0.095,2,simulation_rr,0.05
3,0.0,0.855,0.145,2,simulation_rr,0.05
4,0.0,0.805,0.195,2,simulation_rr,0.05
5,0.0,0.76,0.24,2,simulation_rr,0.05
6,0.0,0.72,0.28,2,simulation_rr,0.05
7,0.0,0.69,0.31,2,simulation_rr,0.05
8,0.0,0.645,0.355,2,simulation_rr,0.05
9,0.0,0.6,0.4,2,simulation_rr,0.05
10,0.0,0.58,0.42,2,simulation_rr,0.05
11,0.0,0.54,0.46,2,simulation_rr,0.05
12,0.0,0.51,0.49,2,simulation_rr,0.05
13,0.0,0.475,0.525,2,simulation_rr,0.05
14,0.0,0.45,0.55,2,simulation_rr,0.05
15,0.0,0.435,0.565,2,simulation_rr,0.05
16,0.0,0.415,0.585,2,simulation_rr,0.05
17,0.0,0.41,0.59,2,simulation_rr,0.05
18,0.0,0.385,0.615,2,simulation_rr,0.05
19,0.0,0.345,0.655,2,simulation_rr,0.05
20,0.0,0.32,0.68,2,simulation_rr,0.05
21,0.0,0.31,0.69,2,simulation_rr,0.05
22,0.0,0.305,0.695,2,simulation_rr,0.05
23,0.0,0.285,0.715,2,simulation_rr,0.05
24,0.0,0.265,0.735,2,simulation_rr,0.05
25,0.0,0.25,0.75,2,simulation_rr,0.05
26,0.0,0.235,0.765,2,simulation_rr,0.05
27,0.0,0.215,0.785,2,simulation_rr,0.05
28,0.0,0.21,0.79,2,simulation_rr,0.05
29,0.0,0.195,0.805,2,simulation_rr,0.05
30,0.0,0.185,0.815,2,simulation_rr,0.05
31,0.0,0.17,0.83,2,simulation_rr,0.05
32,0.0,0.155,0.845,2,simulation_rr,0.05
33,0.0,0.155,0.845,2,simulation_rr,0.05
34,0.0,0.155,0.845,2,simulation_rr,0.05
35,0.0,0.15,0.85,2,simulation_rr,0.05
36,0.0,0.14,0.86,2,simulation_rr,0.05
37,0.0,0.13,0.87,2,simulation_rr,0.05
38,0.0,0.115,0.885,2,simulation_rr,0.05
39,0.0,0.11,0.89,2,simulation_rr,0.05
40,0.0,0.105,0.895,2,simulation_rr,0.05
41,0.0,0.09,0.91,2,simulation_rr,0.05
42,0.0,0.09,0.91,2,simulation_rr,0.05
43,0.0,0.085,0.915,2,simulation_rr,0.05
44,0.0,0.08,0.92,2,simulation_rr,0.05
45,0.0,0.075,0.925,2,simulation_rr,0.05
46,0.0,0.075,0.925,2,simulation_rr,0.05
47,0.0,0.07,0.93,2,simulation_rr,0.05
48,0.0,0.065,0.935,2,simulation_rr,0.05
49,0.0,0.055,0.945,2,simulation_rr,0.05
50,0.0,0.055,0.945,2,simulation_rr,0.05
51,0.0,0.055,0.945,2,simulation_rr,0.05
52,0.0,0.055,0.945,2,simulation_rr,0.05
53,0.0,0.05,0.95,2,simulation_rr,0.05
54,0.0,0.045,0.955,2,simulation_rr,0.05
55,0.0,0.045,0.955,2,simulation_rr,0.05
56,0.0,0.04,0.96,2,simulation_rr,0.05
57,0.0,0.025,0.975,2,simulation_rr,0.05
58,0.0,0.02,0.98,2,simulation_rr,0.05
59,0.0,0.02,0.98,2,simulation_rr,0.05
60,0.0,0.02,0.98,2,simulation_rr,0.05
61,0.0,0.02,0.98,2,simulation_rr,0.05
62,0.0,0.02,0.98,2,simulation_rr,0.05
0,0.0,1.0,0.0,2,theory_rr,0.05
1,0.0,0.0,1.0,2,theory_rr,0.05
2,0.0,0.0,1.0,2,theory_rr,0.05
3,0.0,0.0,1.0,2,theory_rr,0.05
4,0.0,0.0,1.0,2,theory_rr,0.05
5,0.0,0.0,1.0,2,theory_rr,0.05
6,0.0,0.0,1.0,2,theory_rr,0.05
7,0.0,0.0,1.0,2,theory_rr,0.05
8,0.0,0.0,1.0,2,theory_rr,0.05
9,0.0,0.0,1.0,2,theory_rr,0.05
10,0.0,0.0,1.0,2,theory_rr,0.05
11,0.0,0.0,1.0,2,theory_rr,0.05
12,0.0,0.0,1.0,2,theory_rr,0.05
13,0.0,0.0,1.0,2,theory_rr,0.05
14,0.0,0.0,1.0,2,theory_rr,0.05
15,0.0,0.0,1.0,2,theory_rr,0.05
16,0.0,0.0,1.0,2,theory_rr,0.05
17,0.0,0.0,1.0,2,theory_rr,0.05
18,0.0,0.0,1.0,2,theory_rr,0.05
19,0.0,0.0,1.0,2,theory_rr,0.05
20,0.0,0.0,1.0,2,theory_rr,0.05
21,0.0,0.0,1.0,2,theory_rr,0.05
22,0.0,0.0,1.0,2,theory_rr,0.05
23,0.0,0.0,1.0,2,theory_rr,0.05
24,0.0,0.0,1.0,2,theory_rr,0.05
25,0.0,0.0,1.0,2,theory_rr,0.05
26,0.0,0.0,1.0,2,theory_rr,0.05
27,0.0,0.0,1.0,2,theory_rr,0.05
28,0.0,0.0,1.0,2,theory_rr,0.05
29,0.0,0.0,1.0,2,theory_rr,0.05
30,0.0,0.0,1.0,2,theory_rr,0.05
31,0.0,0.0,1.0,2,theory_rr,0.05
32,0.0,0.0,1.0,2,theory_rr,0.05
33,0.0,0.0,1.0,2,theory_rr,0.05
34,0.0,0.0,1.0,2,theory_rr,0.05
35,0.0,0.0,1.0,2,theory_rr,0.05
36,0.0,0.0,1.0,2,theory_rr,0.05
37,0.0,0.0,1.0,2,theory_rr,0.05
38,0.0,0.0,1.0,2,theory_rr,0.05
39,0.0,0.0,1.0,2,theory_rr,0.05
40,0.0,0.0,1.0,2,theory_rr,0.05
41,0.0,0.0,1.0,2,theory_rr,0.05
42,0.0,0.0,1.0,2,theory_rr,0.05
43,0.0,0.0,1.0,2,theory_rr,0.05
44,0.0,0.0,1.0,2,theory_rr,0.05
45,0.0,0.0,1.0,2,theory_rr,0.05
46,0.0,0.0,1.0,2,theory_rr,0.05
47,0.0,0.0,1.0,2,theory_rr,0.05
48,0.0,0.0,1.0,2,theory_rr,0.05
49,0.0,0.0,1.0,2,theory_rr,0.05
50,0.0,0.0,1.0,2,theory_rr,0.05
51,0.0,0.0,1.0,2,theory_rr,0.05
52,0.0,0.0,1.0,2,theory_rr,0.05
53,0.0,0.0,1.0,2,theory_rr,0.05
54,0.0,0.0,1.0,2,theory_rr,0.05
55,0.0,0.0,1.0,2,theory_rr,0.05
56,0.0,0.0,1.0,2,theory_rr,0.05
57,0.0,0.0,1.0,2,theory_rr,0.05
58,0.0,0.0,1.0,2,theory_rr,0.05
59,0.0,0.0,1.0,2,theory_rr,0.05
60,0.0,0.0,1.0,2,theory_rr,0.05
61,0.0,0.0,1.0,2,theory_rr,0.05
62,0.0,0.0,1.0,2,theory_rr,0.05
63,0.0,0.0,1.0,2,theory_rr,0.05
64,0.0,0.0,1.0,2,theory_rr,0.05
65,0.0,0.0,1.0,2,theory_rr,0.05
66,0.0,0.0,1.0,2,theory_rr,0.05
67,0.0,0.0,1.0,2,theory_rr,0.05
68,0.0,0.0,1.0,2,theory_rr,0.05
69,0.0,0.0,1.0,2,theory_rr,0.05
70,0.0,0.0,1.0,2,theory_rr,0.05
71,0.0,0.0,1.0,2,theory_rr,0.05
72,0.0,0.0,1.0,2,theory_rr,0.05
73,0.0,0.0,1.0,2,theory_rr,0.05
74,0.0,0.0,1.0,2,theory_rr,0.05
75,0.0,0.0,1.0,2,theory_rr,0.05
76,0.0,0.0,1.0,2,theory_rr,0.05
77,0.0,0.0,1.0,2,theory_rr,0.05
78,0.0,0.0,1.0,2,theory_rr,0.05
79,0.0,0.0,1.0,2,theory_rr,0.05
80,0.0,0.0,1.0,2,theory_rr,0.05
81,0.0,0.0,1.0,2,theory_rr,0.05
82,0.0,0.0,1.0,2,theory_rr,0.05
83,0.0,0.0,1.0,2,theory_rr,0.05
84,0.0,0.0,1.0,2,theory_rr,0.05
85,0.0,0.0,1.0,2,theory_rr,0.05
86,0.0,0.0,1.0,2,theory_rr,0.05
87,0.0,0.0,1.0,2,theory_rr,0.05
88,0.0,0.0,1.0,2,theory_rr,0.05
89,0.0,0.0,1.0,2,theory_rr,0.05
90,0.0,0.0,1.0,2,theory_rr,0.05
91,0.0,0.0,1.0,2,theory_rr,0.05
92,0.0,0.0,1.0,2,theory_rr,0.05
93,0.0,0.0,1.0,2,theory_rr,0.05
94,0.0,0.0,1.0,2,theory_rr,0.05
95,0.0,0.0,1.0,2,theory_rr,0.05
96,0.0,0.0,1.0,2,theory_rr,0.05
97,0.0,0.0,1.0,2,theory_rr,0.05
98,0.0,0.0,1.0,2,theory_rr,0.05
99,0.0,0.0,1.0,2,theory_rr,0.05
100,0.0,0.0,1.0,2,theory_rr,0.05
0,0.0,1.0,0.0,2,theory_rr_async,0.05
1,0.0,0.95,0.05,2,theory_rr_async,0.05
2,0.0,0.905,0.095,2,theory_rr_async,0.05
3,0.0,0.855,0.145,2,theory_rr_async,0.05
4,0.0,0.805,0.195,2,theory_rr_async,0.05
5,0.0,0.76,0.24,2,theory_rr_async,0.05
6,0.0,0.72,0.28,2,theory_rr_async,0.05
7,0.0,0.69,0.31,2,theory_rr_async,0.05
8,0.0,0.645,0.355,2,theory_rr_async,0.05
9,0.0,0.6,0.4,2,theory_rr_async,0.05
10,0.0,0.58,0.42,2,theory_rr_async,0.05
11,0.0,0.54,0.46,2,theory_rr_async,0.05
12,0.0,0.51,0.49,2,theory_rr_async,0.05
13,0.0,0.475,0.525,2,theory_rr_async,0.05
14,0.0,0.45,0.55,2,theory_rr_async,0.05
15,0.0,0.435,0.565,2,theory_rr_async,0.05
16,0.0,0.415,0.585,2,theory_rr_async,0.05
17,0.0,0.41,0.59,2,theory_rr_async,0.05
18,0.0,0.385,0.615,2,theory_rr_async,0.05
19,0.0,0.345,0.655,2,theory_rr_async,0.05
20,0.0,0.32,0.68,2,theory_rr_async,0.05
21,0.0,0.31,0.69,2,theory_rr_async,0.05
22,0.0,0.305,0.695,2,theory_rr_async,0.05
23,0.0,0.285,0.715,2,theory_rr_async,0.05
24,0.0,0.265,0.735,2,theory_rr_async,0.05
25,0.0,0.25,0.75,2,theory_rr_async,0.05
26,0.0,0.235,0.765,2,theory_rr_async,0.05
27,0.0,0.215,0.785,2,theory_rr_async,0.05
28,0.0,0.21,0.79,2,theory_rr_async,0.05
29,0.0,0.195,0.805,2,theory_rr_async,0.05
30,0.0,0.185,0.815,2,theory_rr_async,0.05
31,0.0,0.17,0.83,2,theory_rr_async,0.05
32,0.0,0.155,0.845,2,theory_rr_async,0.05
33,0.0,0.155,0.845,2,theory_rr_async,0.05
34,0.0,0.155,0.845,2,theory_rr_async,0.05
35,0.0,0.15,0.85,2,theory_rr_async,0.05
36,0.0,0.14,0.86,2,theory_rr_async,0.05
37,0.0,0.13,0.87,2,theory_rr_async,0.05
38,0.0,0.115,0.885,2,theory_rr_async,0.05
39,0.0,0.11,0.89,2,theory_rr_async,0.05
40,0.0,0.105,0.895,2,theory_rr_async,0.05
41,0.0,0.09,0.91,2,theory_rr_async,0.05
42,0.0,0.09,0.91,2,theory_rr_async,0.05
43,0.0,0.085,0.915,2,theory_rr_async,0.05
44,0.0,0.08,0.92,2,theory_rr_async,0.05
45,0.0,0.075,0.925,2,theory_rr_async,0.05
46,0.0,0.075,0.925,2,theory_rr_async,0.05
47,0.0,0.07,0.93,2,theory_rr_async,0.05
48,0.0,0.065,0.935,2,theory_rr_async,0.05
49,0.0,0.055,0.945,2,theory_rr_async,0.05
50,0.0,0.055,0.945,2,theory_rr_async,0.05
51,0.0,0.055,0.945,2,theory_rr_async,0.05
52,0.0,0.055,0.945,2,theory_rr_async,0.05
53,0.0,0.05,0.95,2,theory_rr_async,0.05
54,0.0,0.045,0.955,2,theory_rr_async,0.05
55,0.0,0.045,0.955,2,theory_rr_async,0.05
56,0.0,0.04,0.96,2,theory_rr_async,0.05
57,0.0,0.025,0.975,2,theory_rr_async,0.05
58,0.0,0.02,0.98,2,theory_rr_async,0.05
59,0.0,0.02,0.98,2,theory_rr_async,0.05
60,0.0,0.02,0.98,2,theory_rr_async,0.05
61,0.0,0.02,0.98,2,theory_rr_async,0.05
62,0.0,0.02,0.98,2,theory_rr_async,0.05
63,0.0,0.015,0.985,2,theory_rr_async,0.05
64,0.0,0.015,0.985,2,theory_rr_async,0.05
65,0.0,0.01,0.99,2,theory_rr_async,0.05
66,0.0,0.01,0.99,2,theory_rr_async,0.05
67,0.0,0.01,0.99,2,theory_rr_async,0.05
68,0.0,0.01,0.99,2,theory_rr_async,0.05
69,0.0,0.01,0.99,2,theory_rr_async,0.05
70,0.0,0.01,0.99,2,theory_rr_async,0.05
71,0.0,0.01,0.99,2,theory_rr_async,0.05
72,0.0,0.01,0.99,2,theory_rr_async,0.05
73,0.0,0.01,0.99,2,theory_rr_async,0.05
74,0.0,0.01,0.99,2,theory_rr_async,0.05
75,0.0,0.01,0.99,2,theory_rr_async,0.05
76,0.0,0.01,0.99,2,theory_rr_async,0.05
77,0.0,0.01,0.99,2,theory_rr_async,0.05
78,0.0,0.01,0.99,2,theory_rr_async,0.05
79,0.0,0.01,0.99,2,theory_rr_async,0.05
80,0.0,0.01,0.99,2,theory_rr_async,0.05
81,0.0,0.01,0.99,2,theory_rr_async,0.05
82,0.0,0.01,0.99,2,theory_rr_async,0.05
83,0.0,0.01,0.99,2,theory_rr_async,0.05
84,0.0,0.005,0.995,2,theory_rr_async,0.05
85,0.0,0.005,0.995,2,theory_rr_async,0.05
86,0.0,0.005,0.995,2,theory_rr_async,0.05
87,0.0,0.005,0.995,2,theory_rr_async,0.05
88,0.0,0.005,0.995,2,theory_rr_async,0.05
89,0.0,0.0,1.0,2,theory_rr_async,0.05
90,0.0,0.0,1.0,2,theory_rr_async,0.05
91,0.0,0.0,1.0,2,theory_rr_async,0.05
92,0.0,0.0,1.0,2,theory_rr_async,0.05
93,0.0,0.0,1.0,2,theory_rr_async,0.05
94,0.0,0.0,1.0,2,theory_rr_async,0.05
95,0.0,0.0,1.0,2,theory_rr_async,0.05
96,0.0,0.0,1.0,2,theory_rr_async,0.05
97,0.0,0.0,1.0,2,theory_rr_async,0.05
98,0.0,0.0,1.0,2,theory_rr_async,0.05
99,0.0,0.0,1.0,2,theory_rr_async,0.05
100,0.0,0.0,1.0,2,theory_rr_async,0.05
0,0.0,1.0,0.0,3,simulation_rr,0.05
1,0.0,0.95,0.05,3,simulation_rr,0.05
2,0.0,0.905,0.095,3,simulation_rr,0.05
3,0.0,0.855,0.145,3,simulation_rr,0.05
4,0.0,0.82,0.18,3,simulation_rr,0.05
5,0.0,0.79,0.21,3,simulation_rr,0.05
6,0.0,0.755,0.245,3,simulation_rr,0.05
7,0.0,0.715,0.285,3,simulation_rr,0.05
8,0.0,0.675,0.325,3,simulation_rr,0.05
9,0.0,0.64,0.36,3,simulation_rr,0.05
10,0.0,0.615,0.385,3,simulation_rr,0.05
11,0.0,0.59,0.41,3,simulation_rr,0.05
12,0.0,0.555,0.445,3,simulation_rr,0.05
13,0.0,0.525,0.475,3,simulation_rr,0.05
14,0.0,0.495,0.505,3,simulation_rr,0.05
15,0.0,0.47,0.53,3,simulation_rr,0.05
16,0.0,0.445,0.555,3,simulation_rr,0.05
17,0.0,0.42,0.58,3,simulation_rr,0.05
18,0.0,0.4,0.6,3,simulation_rr,0.05
19,0.0,0.365,0.635,3,simulation_rr,0.05
20,0.0,0.36,0.64,3,simulation_rr,0.05
21,0.0,0.34,0.66,3,simulation_rr,0.05
22,0.0,0.32,0.68,3,simulation_rr,0.05
23,0.0,0.305,0.695,3,simulation_rr,0.05
24,0.0,0.295,0.705,3,simulation_rr,0.05
25,0.0,0.29,0.71,3,simulation_rr,0.05
26,0.0,0.265,0.735,3,simulation_rr,0.05
27,0.0,0.245,0.755,3,simulation_rr,0.05
28,0.0,0.24,0.76,3,simulation_rr,0.05
29,0.0,0.23,0.77,3,simulation_rr,0.05
30,0.0,0.22,0.78,3,simulation_rr,0.05
31,0.0,0.215,0.785,3,simulation_rr,0.05
32,0.0,0.215,0.785,3,simulation_rr,0.05
33,0.0,0.21,0.79,3,simulation_rr,0.05
34,0.0,0.205,0.795,3,simulation_rr,0.05
35,0.0,0.205,0.795,3,simulation_rr,0.05
36,0.0,0.195,0.805,3,simulation_rr,0.05
37,0.0,0.18,0.82,3,simulation_rr,0.05
38,0.0,0.17,0.83,3,simulation_rr,0.05
39,0.0,0.16,0.84,3,simulation_rr,0.05
40,0.0,0.155,0.845,3,simulation_rr,0.05
41,0.0,0.15,0.85,3,simulation_rr,0.05
42,0.0,0.15,0.85,3,simulation_rr,0.05
43,0.0,0.145,0.855,3,simulation_rr,0.05
44,0.0,0.135,0.865,3,simulation_rr,0.05
45,0.0,0.125,0.875,3,simulation_rr,0.05
46,0.0,0.12,0.88,3,simulation_rr,0.05
47,0.0,0.11,0.89,3,simulation_rr,0.05
48,0.0,0.1,0.9,3,simulation_rr,0.05
49,0.0,0.085,0.915,3,simulation_rr,0.05
50,0.0,0.085,0.915,3,simulation_rr,0.05
51,0.0,0.085,0.915,3,simulation_rr,0.05
52,0.0,0.085,0.915,3,simulation_rr,0.05
53,0.0,0.075,0.925,3,simulation_rr,0.05
54,0.0,0.07,0.93,3,simulation_rr,0.05
55,0.0,0.065,0.935,3,simulation_rr,0.05
56,0.0,0.065,0.935,3,simulation_rr,0.05
57,0.0,0.065,0.935,3,simulation_rr,0.05
58,0.0,0.06,0.94,3,simulation_rr,0.05
59,0.0,0.055,0.945,3,simulation_rr,0.05
60,0.0,0.055,0.945,3,simulation_rr,0.05
61,0.0,0.055,0.945,3,simulation_rr,0.05
62,0.0,0.055,0.945,3,simulation_rr,0.05
63,0.0,0.055,0.945,3,simulation_rr,0.05
0,0.0,1.0,0.0,3,theory_rr,0.05
1,0.0,0.0,1.0,3,theory_rr,0.05
2,0.0,0.0,1.0,3,theory_rr,0.05
3,0.0,0.0,1.0,3,theory_rr,0.05
4,0.0,0.0,1.0,3,theory_rr,0.05
5,0.0,0.0,1.0,3,theory_rr,0.05
6,0.0,0.0,1.0,3,theory_rr,0.05
7,0.0,0.0,1.0,3,theory_rr,0.05
8,0.0,0.0,1.0,3,theory_rr,0.05
9,0.0,0.0,1.0,3,theory_rr,0.05
10,0.0,0.0,1.0,3,theory_rr,0.05
11,0.0,0.0,1.0,3,theory_rr,0.05
12,0.0,0.0,1.0,3,theory_rr,0.05
13,0.0,0.0,1.0,3,theory_rr,0.05
14,0.0,0.0,1.0,3,theory_rr,0.05
15,0.0,0.0,1.0,3,theory_rr,0.05
16,0.0,0.0,1.0,3,theory_rr,0.05
17,0.0,0.0,1.0,3,theory_rr,0.05
18,0.0,0.0,1.0,3,theory_rr,0.05
19,0.0,0.0,1.0,3,theory_rr,0.05
20,0.0,0.0,1.0,3,theory_rr,0.05
21,0.0,0.0,1.0,3,theory_rr,0.05
22,0.0,0.0,1.0,3,theory_rr,0.05
23,0.0,0.0,1.0,3,theory_rr,0.05
24,0.0,0.0,1.0,3,theory_rr,0.05
25,0.0,0.0,1.0,3,theory_rr,0.05
26,0.0,0.0,1.0,3,theory_rr,0.05
27,0.0,0.0,1.0,3,theory_rr,0.05
28,0.0,0.0,1.0,3,theory_rr,0.05
29,0.0,0.0,1.0,3,theory_rr,0.05
30,0.0,0.0,1.0,3,theory_rr,0.05
31,0.0,0.0,1.0,3,theory_rr,0.05
32,0.0,0.0,1.0,3,theory_rr,0.05
33,0.0,0.0,1.0,3,theory_rr,0.05
34,0.0,0.0,1.0,3,theory_rr,0.05
35,0.0,0.0,1.0,3,theory_rr,0.05
36,0.0,0.0,1.0,3,theory_rr,0.05
37,0.0,0.0,1.0,3,theory_rr,0.05
38,0.0,0.0,1.0,3,theory_rr,0.05
39,0.0,0.0,1.0,3,theory_rr,0.05
40,0.0,0.0,1.0,3,theory_rr,0.05
41,0.0,0.0,1.0,3,theory_rr,0.05
42,0.0,0.0,1.0,3,theory_rr,0.05
43,0.0,0.0,1.0,3,theory_rr,0.05
44,0.0,0.0,1.0,3,theory_rr,0.05
45,0.0,0.0,1.0,3,theory_rr,0.05
46,0.0,0.0,1.0,3,theory_rr,0.05
47,0.0,0.0,1.0,3,theory_rr,0.05
48,0.0,0.0,1.0,3,theory_rr,0.05
49,0.0,0.0,1.0,3,theory_rr,0.05
50,0.0,0.0,1.0,3,theory_rr,0.05
51,0.0,0.0,1.0,3,theory_rr,0.05
52,0.0,0.0,1.0,3,theory_rr,0.05
53,0.0,0.0,1.0,3,theory_rr,0.05
54,0.0,0.0,1.0,3,theory_rr,0.05
55,0.0,0.0,1.0,3,theory_rr,0.05
56,0.0,0.0,1.0,3,theory_rr,0.05
57,0.0,0.0,1.0,3,theory_rr,0.05
58,0.0,0.0,1.0,3,theory_rr,0.05
59,0.0,0.0,1.0,3,theory_rr,0.05
60,0.0,0.0,1.0,3,theory_rr,0.05
61,0.0,0.0,1.0,3,theory_rr,0.05
62,0.0,0.0,1.0,3,theory_rr,0.05
63,0.0,0.0,1.0,3,theory_rr,0.05
64,0.0,0.0,1.0,3,theory_rr,0.05
65,0.0,0.0,1.0,3,theory_rr,0.05
66,0.0,0.0,1.0,3,theory_rr,0.05
67,0.0,0.0,1.0,3,theory_rr,0.05
68,0.0,0.0,1.0,3,theory_rr,0.05
69,0.0,0.0,1.0,3,theory_rr,0.05
70,0.0,0.0,1.0,3,theory_rr,0.05
71,0.0,0.0,1.0,3,theory_rr,0.05
72,0.0,0.0,1.0,3,theory_rr,0.05
73,0.0,0.0,1.0,3,theory_rr,0.05
74,0.0,0.0,1.0,3,theory_rr,0.05
75,0.0,0.0,1.0,3,theory_rr,0.05
76,0.0,0.0,1.0,3,theory_rr,0.05
77,0.0,0.0,1.0,3,theory_rr,0.05
78,0.0,0.0,1.0,3,theory_rr,0.05
79,0.0,0.0,1.0,3,theory_rr,0.05
80,0.0,0.0,1.0,3,theory_rr,0.05
81,0.0,0.0,1.0,3,theory_rr,0.05
82,0.0,0.0,1.0,3,theory_rr,0.05
83,0.0,0.0,1.0,3,theory_rr,0.05
84,0.0,0.0,1.0,3,theory_rr,0.05
85,0.0,0.0,1.0,3,theory_rr,0.05
86,0.0,0.0,1.0,3,theory_rr,0.05
87,0.0,0.0,1.0,3,theory_rr,0.05
88,0.0,0.0,1.0,3,theory_rr,0.05
89,0.0,0.0,1.0,3,theory_rr,0.05
90,0.0,0.0,1.0,3,theory_rr,0.05
91,0.0,0.0,1.0,3,theory_rr,0.05
92,0.0,0.0,1.0,3,theory_rr,0.05
93,0.0,0.0,1.0,3,theory_rr,0.05
94,0.0,0.0,1.0,3,theory_rr,0.05
95,0.0,0.0,1.0,3,theory_rr,0.05
96,0.0,0.0,1.0,3,theory_rr,0.05
97,0.0,0.0,1.0,3,theory_rr,0.05
98,0.0,0.0,1.0,3,theory_rr,0.05
99,0.0,0.0,1.0,3,theory_rr,0.05
100,0.0,0.0,1.0,3,theory_rr,0.05
0,0.0,1.0,0.0,3,theory_rr_async,0.05
1,0.0,0.95,0.05,3,theory_rr_async,0.05
2,0.0,0.905,0.095,3,theory_rr_async,0.05
3,0.0,0.855,0.145,3,theory_rr_async,0.05
4,0.0,0.82,0.18,3,theory_rr_async,0.05
5,0.0,0.79,0.21,3,theory_rr_async,0.05
6,0.0,0.755,0.245,3,theory_rr_async,0.05
7,0.0,0.715,0.285,3,theory_rr_async,0.05
8,0.0,0.675,0.325,3,theory_rr_async,0.05
9,0.0,0.64,0.36,3,theory_rr_async,0.05
10,0.0,0.615,0.385,3,theory_rr_async,0.05
11,0.0,0.59,0.41,3,theory_rr_async,0.05
12,0.0,0.555,0.445,3,theory_rr_async,0.05
13,0.0,0.525,0.475,3,theory_rr_async,0.05
14,0.0,0.495,0.505,3,theory_rr_async,0.05
15,0.0,0.47,0.53,3,theory_rr_async,0.05
16,0.0,0.445,0.555,3,theory_rr_async,0.05
17,0.0,0.42,0.58,3,theory_rr_async,0.05
18,0.0,0.4,0.6,3,theory_rr_async,0.05
19,0.0,0.365,0.635,3,theory_rr_async,0.05
20,0.0,0.36,0.64,3,theory_rr_async,0.05
21,0.0,0.34,0.66,3,theory_rr_async,0.05
22,0.0,0.32,0.68,3,theory_rr_async,0.05
23,0.0,0.305,0.695,3,theory_rr_async,0.05
24,0.0,0.295,0.705,3,theory_rr_async,0.05
25,0.0,0.29,0.71,3,theory_rr_async,0.05
26,0.0,0.265,0.735,3,theory_rr_async,0.05
27,0.0,0.245,0.755,3,theory_rr_async,0.05
28,0.0,0.24,0.76,3,theory_rr_async,0.05
29,0.0,0.23,0.77,3,theory_rr_async,0.05
30,0.0,0.22,0.78,3,theory_rr_async,0.05
31,0.0,0.215,0.785,3,theory_rr_async,0.05
32,0.0,0.215,0.785,3,theory_rr_async,0.05
33,0.0,0.21,0.79,3,theory_rr_async,0.05
34,0.0,0.205,0.795,3,theory_rr_async,0.05
35,0.0,0.205,0.795,3,theory_rr_async,0.05
36,0.0,0.195,0.805,3,theory_rr_async,0.05
37,0.0,0.18,0.82,3,theory_rr_async,0.05
38,0.0,0.17,0.83,3,theory_rr_async,0.05
39,0.0,0.16,0.84,3,theory_rr_async,0.05
40,0.0,0.155,0.845,3,theory_rr_async,0.05
41,0.0,0.15,0.85,3,theory_rr_async,0.05
42,0.0,0.15,0.85,3,theory_rr_async,0.05
43,0.0,0.145,0.855,3,theory_rr_async,0.05
44,0.0,0.135,0.865,3,theory_rr_async,0.05
45,0.0,0.125,0.875,3,theory_rr_async,0.05
46,0.0,0.12,0.88,3,theory_rr_async,0.05
47,0.0,0.11,0.89,3,theory_rr_async,0.05
48,0.0,0.1,0.9,3,theory_rr_async,0.05
49,0.0,0.085,0.915,3,theory_rr_async,0.05
50,0.0,0.085,0.915,3,theory_rr_async,0.05
51,0.0,0.085,0.915,3,theory_rr_async,0.05
52,0.0,0.085,0.915,3,theory_rr_async,0.05
53,0.0,0.075,0.925,3,theory_rr_async,0.05
54,0.0,0.07,0.93,3,theory_rr_async,0.05
55,0.0,0.065,0.935,3,theory_rr_async,0.05
56,0.0,0.065,0.935,3,theory_rr_async,0.05
57,0.0,0.065,0.935,3,theory_rr_async,0.05
58,0.0,0.06,0.94,3,theory_rr_async,0.05
59,0.0,0.055,0.945,3,theory_rr_async,0.05
60,0.0,0.055,0.945,3,theory_rr_async,0.05
61,0.0,0.055,0.945,3,theory_rr_async,0.05
62,0.0,0.055,0.945,3,theory_rr_async,0.05
