beta,feasible_share,all_core_feasible,mean_slack,run_id
1.0,0.975,0,29.093573950490327,20
0.0,0.65,0,-2.0683761001212133,21
0.05,0.7,0,-0.3193052659746177,21
0.1,0.75,0,1.429765568171979,21
0.15,0.8,0,3.1788364023185727,21
0.2,0.825,0,4.927907236465171,21
0.25,0.825,0,6.6769780706117645,21
0.3,0.825,0,8.426048904758359,21
0.35,0.85,0,10.175119738904955,21
0.4,0.9,0,11.924190573051556,21
0.45,0.9,0,13.67326140719815,21
0.5,0.9,0,15.422332241344744,21
0.55,0.9,0,17.171403075491344,21
0.6,0.9,0,18.920473909637934,21
0.65,0.95,0,20.669544743784535,21
0.7,0.95,0,22.418615577931128,21
0.75,0.95,0,24.167686412077728,21
0.8,0.95,0,25.916757246224325,21
0.85,0.95,0,27.665828080370908,21
0.9,0.95,0,29.414898914517515,21
0.95,0.95,0,31.1639697486641,21
1.0,0.95,0,32.91304058281071,21
0.0,0.725,0,-0.3912785752286691,22
0.05,0.8,0,1.1693618219893716,22
0.1,0.8,0,2.730002219207414,22
0.15,0.8,0,4.290642616425454,22
0.2,0.825,0,5.8512830136434975,22
0.25,0.825,0,7.4119234108615375,22
0.3,0.875,0,8.972563808079578,22
0.35,0.9,0,10.533204205297618,22
0.4,0.9,0,12.093844602515661,22
0.45,0.925,0,13.6544849997337,22
0.5,0.925,0,15.215125396951743,22
0.55,0.925,0,16.77576579416979,22
0.6,0.925,0,18.336406191387827,22
0.65,0.925,0,19.897046588605868,22
0.7,0.925,0,21.457686985823905,22
0.75,0.95,0,23.01832738304195,22
0.8,0.975,0,24.578967780259994,22
0.85,0.975,0,26.13960817747803,22
0.9,0.975,0,27.70024857469607,22
0.95,0.975,0,29.26088897191412,22
1.0,0.975,0,30.82152936913216,22
0.0,0.65,0,-0.8364165920973189,23
0.05,0.75,0,0.8762798497700217,23
0.1,0.75,0,2.5889762916373633,23
0.15,0.775,0,4.301672733504704,23
0.2,0.8,0,6.014369175372048,23
0.25,0.8,0,7.727065617239387,23
0.3,0.825,0,9.439762059106728,23
0.35,0.85,0,11.152458500974067,23
0.4,0.85,0,12.86515494284141,23
