beta,feasible_share,all_core_feasible,mean_slack,run_id
0.6,0.95,0,25.0572023979777,32
0.65,0.975,0,27.10572451475082,32
0.7,0.975,0,29.15424663152392,32
0.75,0.975,0,31.202768748297036,32
0.8,0.975,0,33.25129086507015,32
0.85,0.975,0,35.29981298184326,32
0.9,0.975,0,37.348335098616374,32
0.95,0.975,0,39.39685721538948,32
1.0,0.975,0,41.445379332162595,32
0.0,0.575,0,-1.122698293547117,33
0.05,0.65,0,0.5322304644675017,33
0.1,0.675,0,2.187159222482121,33
0.15,0.75,0,3.8420879804967383,33
0.2,0.875,0,5.497016738511358,33
0.25,0.875,0,7.151945496525977,33
0.3,0.925,0,8.806874254540594,33
0.35,0.95,0,10.461803012555212,33
0.4,0.95,0,12.116731770569832,33
0.45,0.95,0,13.771660528584448,33
0.5,0.95,0,15.426589286599068,33
0.55,0.95,0,17.081518044613688,33
0.6,0.95,0,18.736446802628304,33
0.65,0.95,0,20.391375560642928,33
0.7,0.95,0,22.04630431865754,33
0.75,0.95,0,23.70123307667216,33
0.8,0.95,0,25.35616183468678,33
0.85,0.95,0,27.011090592701397,33
0.9,0.95,0,28.66601935071601,33
0.95,0.95,0,30.320948108730637,33
1.0,0.95,0,31.97587686674525,33
0.0,0.625,0,-6.336776122564091,34
0.05,0.675,0,-4.6575196312643845,34
0.1,0.675,0,-2.978263139964676,34
0.15,0.7,0,-1.2990066486649698,34
0.2,0.75,0,0.3802498426347398,34
0.25,0.775,0,2.0595063339344466,34
0.3,0.8,0,3.7387628252341516,34
0.35,0.825,0,5.41801931653386,34
0.4,0.825,0,7.0972758078335705,34
0.45,0.825,0,8.77653229913328,34
0.5,0.825,0,10.455788790432983,34
0.55,0.825,0,12.135045281732694,34
0.6,0.85,0,13.814301773032394,34
0.65,0.85,0,15.493558264332105,34
0.7,0.875,0,17.172814755631812,34
0.75,0.875,0,18.852071246931526,34
0.8,0.875,0,20.531327738231234,34
0.85,0.875,0,22.210584229530934,34
0.9,0.875,0,23.88984072083065,34
0.95,0.875,0,25.56909721213035,34
1.0,0.875,0,27.248353703430062,34
0.0,0.65,0,-0.16558848650879857,35
0.05,0.725,0,1.4833755677049931,35
0.1,0.725,0,3.132339621918785,35
0.15,0.8,0,4.781303676132575,35
0.2,0.825,0,6.430267730346367,35
0.25,0.85,0,8.07923178456016,35
0.3,0.85,0,9.728195838773948,35
0.35,0.875,0,11.37715989298774,35
0.4,0.9,0,13.026123947201532,35
0.45,0.9,0,14.675088001415322,35
0.5,0.9,0,16.324052055629114,35
0.55,0.925,0,17.973016109842906,35
0.6,0.925,0,19.621980164056698,35
0.65,0.95,0,21.27094421827049,35
0.7,0.95,0,22.91990827248428,35
0.75,0.95,0,24.568872326698067,35
0.8,0.95,0,26.217836380911866,35
0.85,0.95,0,27.86680043512565,35
0.9,0.95,0,29.51576448933944,35
0.95,0.95,0,31.164728543553224,35
1.0,0.95,0,32.81369259776703,35
