t,share_N,share_E,share_F,W,C_ext,safety_active,run_id,intervention_round,intervention_label,fee_multiple
0,0.0,1.0,0.0,992.5648373136935,0.0,0.0,1,-1,never,1.0
1,0.0,0.95,0.05,898.1955495865591,5.652536855072434,0.0,1,-1,never,1.0
2,0.0,0.9,0.1,988.2271877320463,10.764555174811303,0.0,1,-1,never,1.0
3,0.0,0.85,0.15,1068.705382650237,14.534010015106514,0.0,1,-1,never,1.0
4,0.0,0.81,0.19,1163.8835827759963,18.705253184153772,0.0,1,-1,never,1.0
5,0.0,0.765,0.235,1264.5313780643721,22.85257894111752,0.0,1,-1,never,1.0
6,0.0,0.72,0.28,1342.7530469177616,25.91415772720476,0.0,1,-1,never,1.0
7,0.0,0.695,0.305,1489.5281319318392,31.338521660958936,0.0,1,-1,never,1.0
8,0.0,0.67,0.33,1549.8091757268137,33.45452687814676,0.0,1,-1,never,1.0
9,0.0,0.625,0.375,1671.035818944165,37.51823401634064,0.0,1,-1,never,1.0
10,0.0,0.595,0.405,1752.5352589896208,40.13981787354449,0.0,1,-1,never,1.0
11,0.0,0.57,0.43,1810.8958637808757,42.14853589886464,0.0,1,-1,never,1.0
12,0.0,0.54,0.46,1885.608572880249,45.14807996174051,0.0,1,-1,never,1.0
13,0.0,0.51,0.49,1927.4519861475587,47.15207898835669,0.0,1,-1,never,1.0
14,0.0,0.485,0.515,1957.3991976843038,48.83335747912266,0.0,1,-1,never,1.0
15,0.0,0.46,0.54,1977.784933988337,50.146759600559434,0.0,1,-1,never,1.0
16,0.0,0.44,0.56,1986.6265227764873,50.777496731057475,0.0,1,-1,never,1.0
17,0.0,0.42,0.58,2007.3306540789927,52.505858001405464,0.0,1,-1,never,1.0
18,0.0,0.395,0.605,2029.5688026813932,55.05691063846429,0.0,1,-1,never,1.0
19,0.0,0.37,0.63,2043.568815035067,58.49473788154775,0.0,1,-1,never,1.0
20,0.0,0.35,0.65,2041.9680089604672,61.21839665523715,0.0,1,-1,never,1.0
21,0.0,0.335,0.665,2039.6483123292749,61.954256670572775,0.0,1,-1,never,1.0
22,0.0,0.32,0.68,2036.7763555259598,62.636738051071895,0.0,1,-1,never,1.0
23,0.0,0.305,0.695,2032.7095995045122,63.42264890808924,0.0,1,-1,never,1.0
24,0.0,0.3,0.7,2030.4536296913325,63.79820713715683,0.0,1,-1,never,1.0
25,0.0,0.29,0.71,2026.4505687927349,64.38011115676927,0.0,1,-1,never,1.0
26,0.0,0.28,0.72,2019.2640063318358,65.30226920507374,0.0,1,-1,never,1.0
27,0.0,0.27,0.73,2014.9053072667284,65.79801990243229,0.0,1,-1,never,1.0
28,0.0,0.26,0.74,2008.257808809849,66.48019286491139,0.0,1,-1,never,1.0
29,0.0,0.25,0.75,2002.4568597713996,67.02561922584873,0.0,1,-1,never,1.0
30,0.0,0.235,0.765,1989.299712729487,68.15156357641149,0.0,1,-1,never,1.0
31,0.0,0.225,0.775,1974.5034629563263,69.25827719637586,0.0,1,-1,never,1.0
32,0.0,0.215,0.785,1963.2066519938235,70.0296374130148,0.0,1,-1,never,1.0
33,0.0,0.205,0.795,1957.671143778821,70.38824086397591,0.0,1,-1,never,1.0
34,0.0,0.2,0.8,1955.9518365661993,70.49686069084547,0.0,1,-1,never,1.0
35,0.0,0.19,0.81,1948.8954318432332,70.93785840930181,0.0,1,-1,never,1.0
36,0.0,0.185,0.815,1945.320745477304,71.15495576177845,0.0,1,-1,never,1.0
37,0.0,0.175,0.825,1915.1906424010647,72.85862075039581,0.0,1,-1,never,1.0
38,0.0,0.165,0.835,1903.288453860773,73.4745014964126,0.0,1,-1,never,1.0
39,0.0,0.165,0.835,1903.288453860773,73.4745014964126,0.0,1,-1,never,1.0
40,0.0,0.155,0.845,1888.7499291533181,74.18618848619234,0.0,1,-1,never,1.0
41,0.0,0.145,0.855,1873.210124176825,74.91541614030447,0.0,1,-1,never,1.0
42,0.0,0.13,0.87,1851.7977215383798,75.87542620080849,0.0,1,-1,never,1.0
43,0.0,0.115,0.885,1822.6228135182519,77.10229546800686,0.0,1,-1,never,1.0
44,0.0,0.105,0.895,1786.1233033937199,78.52492273128568,0.0,1,-1,never,1.0
45,0.0,0.105,0.895,1786.1233033937199,78.52492273128568,0.0,1,-1,never,1.0
46,0.0,0.105,0.895,1786.1233033937199,78.52492273128568,0.0,1,-1,never,1.0
47,0.0,0.1,0.9,1779.4935870858246,78.77641719267262,0.0,1,-1,never,1.0
48,0.0,0.1,0.9,1779.4935870858246,78.77641719267262,0.0,1,-1,never,1.0
49,0.0,0.1,0.9,1779.4935870858246,78.77641719267262,0.0,1,-1,never,1.0
50,0.0,0.095,0.905,1769.5142202436937,79.14958996535773,0.0,1,-1,never,1.0
51,0.0,0.09,0.91,1755.6689839058517,79.65400099948361,0.0,1,-1,never,1.0
52,0.0,0.085,0.915,1752.01420588732,79.78587295464271,0.0,1,-1,never,1.0
53,0.0,0.085,0.915,1752.01420588732,79.78587295464271,0.0,1,-1,never,1.0
54,0.0,0.075,0.925,1733.4473377058766,80.43752399255192,0.0,1,-1,never,1.0
55,0.0,0.065,0.935,1705.9803772752882,81.37605692704975,0.0,1,-1,never,1.0
56,0.0,0.065,0.935,1705.9803772752882,81.37605692704975,0.0,1,-1,never,1.0
57,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,0.0,1,-1,never,1.0
58,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,0.0,1,-1,never,1.0
59,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,0.0,1,-1,never,1.0
60,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,0.0,1,-1,never,1.0
61,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,0.0,1,-1,never,1.0
0,0.0,1.0,0.0,992.5648373136935,0.0,1.0,1,0,t=0,1.0
1,0.0,0.95,0.05,898.1955495865591,5.652536855072434,1.0,1,0,t=0,1.0
2,0.0,0.9,0.1,988.2271877320463,10.764555174811303,1.0,1,0,t=0,1.0
3,0.0,0.85,0.15,1068.705382650237,14.534010015106514,1.0,1,0,t=0,1.0
4,0.0,0.81,0.19,1163.8835827759963,18.705253184153772,1.0,1,0,t=0,1.0
5,0.0,0.765,0.235,1264.5313780643721,22.85257894111752,1.0,1,0,t=0,1.0
6,0.0,0.72,0.28,1342.7530469177616,25.91415772720476,1.0,1,0,t=0,1.0
7,0.0,0.695,0.305,1489.5281319318392,31.338521660958936,1.0,1,0,t=0,1.0
8,0.0,0.67,0.33,1549.8091757268137,33.45452687814676,1.0,1,0,t=0,1.0
9,0.0,0.625,0.375,1671.035818944165,37.51823401634064,1.0,1,0,t=0,1.0
10,0.0,0.625,0.375,1671.035818944165,37.51823401634064,1.0,1,0,t=0,1.0
11,0.0,0.6,0.4,1734.5744938612363,39.55690611718498,1.0,1,0,t=0,1.0
12,0.0,0.6,0.4,1734.5744938612363,39.55690611718498,1.0,1,0,t=0,1.0
13,0.0,0.6,0.4,1734.5744938612363,39.55690611718498,1.0,1,0,t=0,1.0
14,0.0,0.6,0.4,1734.5744938612363,39.55690611718498,1.0,1,0,t=0,1.0
15,0.0,0.6,0.4,1734.5744938612363,39.55690611718498,1.0,1,0,t=0,1.0
0,0.0,1.0,0.0,992.5648373136935,0.0,0.0,1,10,t=10,1.0
1,0.0,0.95,0.05,898.1955495865591,5.652536855072434,0.0,1,10,t=10,1.0
2,0.0,0.9,0.1,988.2271877320463,10.764555174811303,0.0,1,10,t=10,1.0
3,0.0,0.85,0.15,1068.705382650237,14.534010015106514,0.0,1,10,t=10,1.0
4,0.0,0.81,0.19,1163.8835827759963,18.705253184153772,0.0,1,10,t=10,1.0
5,0.0,0.765,0.235,1264.5313780643721,22.85257894111752,0.0,1,10,t=10,1.0
6,0.0,0.72,0.28,1342.7530469177616,25.91415772720476,0.0,1,10,t=10,1.0
7,0.0,0.695,0.305,1489.5281319318392,31.338521660958936,0.0,1,10,t=10,1.0
8,0.0,0.67,0.33,1549.8091757268137,33.45452687814676,0.0,1,10,t=10,1.0
9,0.0,0.625,0.375,1671.035818944165,37.51823401634064,0.0,1,10,t=10,1.0
10,0.0,0.595,0.405,1752.5352589896208,40.13981787354449,1.0,1,10,t=10,1.0
11,0.0,0.595,0.405,1752.5352589896208,40.13981787354449,1.0,1,10,t=10,1.0
12,0.0,0.595,0.405,1752.5352589896208,40.13981787354449,1.0,1,10,t=10,1.0
13,0.0,0.595,0.405,1752.5352589896208,40.13981787354449,1.0,1,10,t=10,1.0
14,0.0,0.595,0.405,1752.5352589896208,40.13981787354449,1.0,1,10,t=10,1.0
0,0.0,1.0,0.0,992.5648373136935,0.0,0.0,1,20,t=20,1.0
1,0.0,0.95,0.05,898.1955495865591,5.652536855072434,0.0,1,20,t=20,1.0
2,0.0,0.9,0.1,988.2271877320463,10.764555174811303,0.0,1,20,t=20,1.0
3,0.0,0.85,0.15,1068.705382650237,14.534010015106514,0.0,1,20,t=20,1.0
4,0.0,0.81,0.19,1163.8835827759963,18.705253184153772,0.0,1,20,t=20,1.0
5,0.0,0.765,0.235,1264.5313780643721,22.85257894111752,0.0,1,20,t=20,1.0
6,0.0,0.72,0.28,1342.7530469177616,25.91415772720476,0.0,1,20,t=20,1.0
7,0.0,0.695,0.305,1489.5281319318392,31.338521660958936,0.0,1,20,t=20,1.0
8,0.0,0.67,0.33,1549.8091757268137,33.45452687814676,0.0,1,20,t=20,1.0
9,0.0,0.625,0.375,1671.035818944165,37.51823401634064,0.0,1,20,t=20,1.0
10,0.0,0.595,0.405,1752.5352589896208,40.13981787354449,0.0,1,20,t=20,1.0
11,0.0,0.57,0.43,1810.8958637808757,42.14853589886464,0.0,1,20,t=20,1.0
12,0.0,0.54,0.46,1885.608572880249,45.14807996174051,0.0,1,20,t=20,1.0
13,0.0,0.51,0.49,1927.4519861475587,47.15207898835669,0.0,1,20,t=20,1.0
14,0.0,0.485,0.515,1957.3991976843038,48.83335747912266,0.0,1,20,t=20,1.0
15,0.0,0.46,0.54,1977.784933988337,50.146759600559434,0.0,1,20,t=20,1.0
16,0.0,0.44,0.56,1986.6265227764873,50.777496731057475,0.0,1,20,t=20,1.0
17,0.0,0.42,0.58,2007.3306540789927,52.505858001405464,0.0,1,20,t=20,1.0
18,0.0,0.395,0.605,2029.5688026813932,55.05691063846429,0.0,1,20,t=20,1.0
19,0.0,0.37,0.63,2043.568815035067,58.49473788154775,0.0,1,20,t=20,1.0
20,0.0,0.35,0.65,2041.9680089604672,61.21839665523715,1.0,1,20,t=20,1.0
21,0.0,0.35,0.65,2041.9680089604672,61.21839665523715,1.0,1,20,t=20,1.0
22,0.0,0.35,0.65,2041.9680089604672,61.21839665523715,1.0,1,20,t=20,1.0
23,0.0,0.35,0.65,2041.9680089604672,61.21839665523715,1.0,1,20,t=20,1.0
24,0.0,0.35,0.65,2041.9680089604672,61.21839665523715,1.0,1,20,t=20,1.0
0,0.0,1.0,0.0,992.5648373136935,0.0,0.0,1,40,t=40,1.0
1,0.0,0.95,0.05,898.1955495865591,5.652536855072434,0.0,1,40,t=40,1.0
2,0.0,0.9,0.1,988.2271877320463,10.764555174811303,0.0,1,40,t=40,1.0
3,0.0,0.85,0.15,1068.705382650237,14.534010015106514,0.0,1,40,t=40,1.0
4,0.0,0.81,0.19,1163.8835827759963,18.705253184153772,0.0,1,40,t=40,1.0
5,0.0,0.765,0.235,1264.5313780643721,22.85257894111752,0.0,1,40,t=40,1.0
6,0.0,0.72,0.28,1342.7530469177616,25.91415772720476,0.0,1,40,t=40,1.0
7,0.0,0.695,0.305,1489.5281319318392,31.338521660958936,0.0,1,40,t=40,1.0
8,0.0,0.67,0.33,1549.8091757268137,33.45452687814676,0.0,1,40,t=40,1.0
9,0.0,0.625,0.375,1671.035818944165,37.51823401634064,0.0,1,40,t=40,1.0
10,0.0,0.595,0.405,1752.5352589896208,40.13981787354449,0.0,1,40,t=40,1.0
11,0.0,0.57,0.43,1810.8958637808757,42.14853589886464,0.0,1,40,t=40,1.0
12,0.0,0.54,0.46,1885.608572880249,45.14807996174051,0.0,1,40,t=40,1.0
13,0.0,0.51,0.49,1927.4519861475587,47.15207898835669,0.0,1,40,t=40,1.0
14,0.0,0.485,0.515,1957.3991976843038,48.83335747912266,0.0,1,40,t=40,1.0
15,0.0,0.46,0.54,1977.784933988337,50.146759600559434,0.0,1,40,t=40,1.0
16,0.0,0.44,0.56,1986.6265227764873,50.777496731057475,0.0,1,40,t=40,1.0
17,0.0,0.42,0.58,2007.3306540789927,52.505858001405464,0.0,1,40,t=40,1.0
18,0.0,0.395,0.605,2029.5688026813932,55.05691063846429,0.0,1,40,t=40,1.0
19,0.0,0.37,0.63,2043.568815035067,58.49473788154775,0.0,1,40,t=40,1.0
20,0.0,0.35,0.65,2041.9680089604672,61.21839665523715,0.0,1,40,t=40,1.0
21,0.0,0.335,0.665,2039.6483123292749,61.954256670572775,0.0,1,40,t=40,1.0
22,0.0,0.32,0.68,2036.7763555259598,62.636738051071895,0.0,1,40,t=40,1.0
23,0.0,0.305,0.695,2032.7095995045122,63.42264890808924,0.0,1,40,t=40,1.0
24,0.0,0.3,0.7,2030.4536296913325,63.79820713715683,0.0,1,40,t=40,1.0
25,0.0,0.29,0.71,2026.4505687927349,64.38011115676927,0.0,1,40,t=40,1.0
26,0.0,0.28,0.72,2019.2640063318358,65.30226920507374,0.0,1,40,t=40,1.0
27,0.0,0.27,0.73,2014.9053072667284,65.79801990243229,0.0,1,40,t=40,1.0
28,0.0,0.26,0.74,2008.257808809849,66.48019286491139,0.0,1,40,t=40,1.0
29,0.0,0.25,0.75,2002.4568597713996,67.02561922584873,0.0,1,40,t=40,1.0
30,0.0,0.235,0.765,1989.299712729487,68.15156357641149,0.0,1,40,t=40,1.0
31,0.0,0.225,0.775,1974.5034629563263,69.25827719637586,0.0,1,40,t=40,1.0
32,0.0,0.215,0.785,1963.2066519938235,70.0296374130148,0.0,1,40,t=40,1.0
33,0.0,0.205,0.795,1957.671143778821,70.38824086397591,0.0,1,40,t=40,1.0
34,0.0,0.2,0.8,1955.9518365661993,70.49686069084547,0.0,1,40,t=40,1.0
35,0.0,0.19,0.81,1948.8954318432332,70.93785840930181,0.0,1,40,t=40,1.0
36,0.0,0.185,0.815,1945.320745477304,71.15495576177845,0.0,1,40,t=40,1.0
37,0.0,0.175,0.825,1915.1906424010647,72.85862075039581,0.0,1,40,t=40,1.0
38,0.0,0.165,0.835,1903.288453860773,73.4745014964126,0.0,1,40,t=40,1.0
39,0.0,0.165,0.835,1903.288453860773,73.4745014964126,0.0,1,40,t=40,1.0
40,0.0,0.155,0.845,1888.7499291533181,74.18618848619234,1.0,1,40,t=40,1.0
41,0.0,0.155,0.845,1888.7499291533181,74.18618848619234,1.0,1,40,t=40,1.0
42,0.0,0.155,0.845,1888.7499291533181,74.18618848619234,1.0,1,40,t=40,1.0
43,0.0,0.155,0.845,1888.7499291533181,74.18618848619234,1.0,1,40,t=40,1.0
44,0.0,0.155,0.845,1888.7499291533181,74.18618848619234,1.0,1,40,t=40,1.0
0,0.0,1.0,0.0,992.5648373136935,0.0,0.0,1,60,t=60,1.0
1,0.0,0.95,0.05,898.1955495865591,5.652536855072434,0.0,1,60,t=60,1.0
2,0.0,0.9,0.1,988.2271877320463,10.764555174811303,0.0,1,60,t=60,1.0
3,0.0,0.85,0.15,1068.705382650237,14.534010015106514,0.0,1,60,t=60,1.0
4,0.0,0.81,0.19,1163.8835827759963,18.705253184153772,0.0,1,60,t=60,1.0
5,0.0,0.765,0.235,1264.5313780643721,22.85257894111752,0.0,1,60,t=60,1.0
6,0.0,0.72,0.28,1342.7530469177616,25.91415772720476,0.0,1,60,t=60,1.0
7,0.0,0.695,0.305,1489.5281319318392,31.338521660958936,0.0,1,60,t=60,1.0
8,0.0,0.67,0.33,1549.8091757268137,33.45452687814676,0.0,1,60,t=60,1.0
9,0.0,0.625,0.375,1671.035818944165,37.51823401634064,0.0,1,60,t=60,1.0
10,0.0,0.595,0.405,1752.5352589896208,40.13981787354449,0.0,1,60,t=60,1.0
11,0.0,0.57,0.43,1810.8958637808757,42.14853589886464,0.0,1,60,t=60,1.0
12,0.0,0.54,0.46,1885.608572880249,45.14807996174051,0.0,1,60,t=60,1.0
13,0.0,0.51,0.49,1927.4519861475587,47.15207898835669,0.0,1,60,t=60,1.0
14,0.0,0.485,0.515,1957.3991976843038,48.83335747912266,0.0,1,60,t=60,1.0
15,0.0,0.46,0.54,1977.784933988337,50.146759600559434,0.0,1,60,t=60,1.0
16,0.0,0.44,0.56,1986.6265227764873,50.777496731057475,0.0,1,60,t=60,1.0
17,0.0,0.42,0.58,2007.3306540789927,52.505858001405464,0.0,1,60,t=60,1.0
18,0.0,0.395,0.605,2029.5688026813932,55.05691063846429,0.0,1,60,t=60,1.0
19,0.0,0.37,0.63,2043.568815035067,58.49473788154775,0.0,1,60,t=60,1.0
20,0.0,0.35,0.65,2041.9680089604672,61.21839665523715,0.0,1,60,t=60,1.0
21,0.0,0.335,0.665,2039.6483123292749,61.954256670572775,0.0,1,60,t=60,1.0
22,0.0,0.32,0.68,2036.7763555259598,62.636738051071895,0.0,1,60,t=60,1.0
23,0.0,0.305,0.695,2032.7095995045122,63.42264890808924,0.0,1,60,t=60,1.0
24,0.0,0.3,0.7,2030.4536296913325,63.79820713715683,0.0,1,60,t=60,1.0
25,0.0,0.29,0.71,2026.4505687927349,64.38011115676927,0.0,1,60,t=60,1.0
26,0.0,0.28,0.72,2019.2640063318358,65.30226920507374,0.0,1,60,t=60,1.0
27,0.0,0.27,0.73,2014.9053072667284,65.79801990243229,0.0,1,60,t=60,1.0
28,0.0,0.26,0.74,2008.257808809849,66.48019286491139,0.0,1,60,t=60,1.0
29,0.0,0.25,0.75,2002.4568597713996,67.02561922584873,0.0,1,60,t=60,1.0
30,0.0,0.235,0.765,1989.299712729487,68.15156357641149,0.0,1,60,t=60,1.0
31,0.0,0.225,0.775,1974.5034629563263,69.25827719637586,0.0,1,60,t=60,1.0
32,0.0,0.215,0.785,1963.2066519938235,70.0296374130148,0.0,1,60,t=60,1.0
33,0.0,0.205,0.795,1957.671143778821,70.38824086397591,0.0,1,60,t=60,1.0
34,0.0,0.2,0.8,1955.9518365661993,70.49686069084547,0.0,1,60,t=60,1.0
35,0.0,0.19,0.81,1948.8954318432332,70.93785840930181,0.0,1,60,t=60,1.0
36,0.0,0.185,0.815,1945.320745477304,71.15495576177845,0.0,1,60,t=60,1.0
37,0.0,0.175,0.825,1915.1906424010647,72.85862075039581,0.0,1,60,t=60,1.0
38,0.0,0.165,0.835,1903.288453860773,73.4745014964126,0.0,1,60,t=60,1.0
39,0.0,0.165,0.835,1903.288453860773,73.4745014964126,0.0,1,60,t=60,1.0
40,0.0,0.155,0.845,1888.7499291533181,74.18618848619234,0.0,1,60,t=60,1.0
41,0.0,0.145,0.855,1873.210124176825,74.91541614030447,0.0,1,60,t=60,1.0
42,0.0,0.13,0.87,1851.7977215383798,75.87542620080849,0.0,1,60,t=60,1.0
43,0.0,0.115,0.885,1822.6228135182519,77.10229546800686,0.0,1,60,t=60,1.0
44,0.0,0.105,0.895,1786.1233033937199,78.52492273128568,0.0,1,60,t=60,1.0
45,0.0,0.105,0.895,1786.1233033937199,78.52492273128568,0.0,1,60,t=60,1.0
46,0.0,0.105,0.895,1786.1233033937199,78.52492273128568,0.0,1,60,t=60,1.0
47,0.0,0.1,0.9,1779.4935870858246,78.77641719267262,0.0,1,60,t=60,1.0
48,0.0,0.1,0.9,1779.4935870858246,78.77641719267262,0.0,1,60,t=60,1.0
49,0.0,0.1,0.9,1779.4935870858246,78.77641719267262,0.0,1,60,t=60,1.0
50,0.0,0.095,0.905,1769.5142202436937,79.14958996535773,0.0,1,60,t=60,1.0
51,0.0,0.09,0.91,1755.6689839058517,79.65400099948361,0.0,1,60,t=60,1.0
52,0.0,0.085,0.915,1752.01420588732,79.78587295464271,0.0,1,60,t=60,1.0
53,0.0,0.085,0.915,1752.01420588732,79.78587295464271,0.0,1,60,t=60,1.0
54,0.0,0.075,0.925,1733.4473377058766,80.43752399255192,0.0,1,60,t=60,1.0
55,0.0,0.065,0.935,1705.9803772752882,81.37605692704975,0.0,1,60,t=60,1.0
56,0.0,0.065,0.935,1705.9803772752882,81.37605692704975,0.0,1,60,t=60,1.0
57,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,0.0,1,60,t=60,1.0
58,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,0.0,1,60,t=60,1.0
59,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,0.0,1,60,t=60,1.0
60,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,1.0,1,60,t=60,1.0
61,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,1.0,1,60,t=60,1.0
0,0.0,1.0,0.0,992.5648373136935,0.0,0.0,1,80,t=80,1.0
1,0.0,0.95,0.05,898.1955495865591,5.652536855072434,0.0,1,80,t=80,1.0
2,0.0,0.9,0.1,988.2271877320463,10.764555174811303,0.0,1,80,t=80,1.0
3,0.0,0.85,0.15,1068.705382650237,14.534010015106514,0.0,1,80,t=80,1.0
4,0.0,0.81,0.19,1163.8835827759963,18.705253184153772,0.0,1,80,t=80,1.0
5,0.0,0.765,0.235,1264.5313780643721,22.85257894111752,0.0,1,80,t=80,1.0
6,0.0,0.72,0.28,1342.7530469177616,25.91415772720476,0.0,1,80,t=80,1.0
7,0.0,0.695,0.305,1489.5281319318392,31.338521660958936,0.0,1,80,t=80,1.0
8,0.0,0.67,0.33,1549.8091757268137,33.45452687814676,0.0,1,80,t=80,1.0
9,0.0,0.625,0.375,1671.035818944165,37.51823401634064,0.0,1,80,t=80,1.0
10,0.0,0.595,0.405,1752.5352589896208,40.13981787354449,0.0,1,80,t=80,1.0
11,0.0,0.57,0.43,1810.8958637808757,42.14853589886464,0.0,1,80,t=80,1.0
12,0.0,0.54,0.46,1885.608572880249,45.14807996174051,0.0,1,80,t=80,1.0
13,0.0,0.51,0.49,1927.4519861475587,47.15207898835669,0.0,1,80,t=80,1.0
14,0.0,0.485,0.515,1957.3991976843038,48.83335747912266,0.0,1,80,t=80,1.0
15,0.0,0.46,0.54,1977.784933988337,50.146759600559434,0.0,1,80,t=80,1.0
16,0.0,0.44,0.56,1986.6265227764873,50.777496731057475,0.0,1,80,t=80,1.0
17,0.0,0.42,0.58,2007.3306540789927,52.505858001405464,0.0,1,80,t=80,1.0
18,0.0,0.395,0.605,2029.5688026813932,55.05691063846429,0.0,1,80,t=80,1.0
19,0.0,0.37,0.63,2043.568815035067,58.49473788154775,0.0,1,80,t=80,1.0
20,0.0,0.35,0.65,2041.9680089604672,61.21839665523715,0.0,1,80,t=80,1.0
21,0.0,0.335,0.665,2039.6483123292749,61.954256670572775,0.0,1,80,t=80,1.0
22,0.0,0.32,0.68,2036.7763555259598,62.636738051071895,0.0,1,80,t=80,1.0
23,0.0,0.305,0.695,2032.7095995045122,63.42264890808924,0.0,1,80,t=80,1.0
24,0.0,0.3,0.7,2030.4536296913325,63.79820713715683,0.0,1,80,t=80,1.0
25,0.0,0.29,0.71,2026.4505687927349,64.38011115676927,0.0,1,80,t=80,1.0
26,0.0,0.28,0.72,2019.2640063318358,65.30226920507374,0.0,1,80,t=80,1.0
27,0.0,0.27,0.73,2014.9053072667284,65.79801990243229,0.0,1,80,t=80,1.0
28,0.0,0.26,0.74,2008.257808809849,66.48019286491139,0.0,1,80,t=80,1.0
29,0.0,0.25,0.75,2002.4568597713996,67.02561922584873,0.0,1,80,t=80,1.0
30,0.0,0.235,0.765,1989.299712729487,68.15156357641149,0.0,1,80,t=80,1.0
31,0.0,0.225,0.775,1974.5034629563263,69.25827719637586,0.0,1,80,t=80,1.0
32,0.0,0.215,0.785,1963.2066519938235,70.0296374130148,0.0,1,80,t=80,1.0
33,0.0,0.205,0.795,1957.671143778821,70.38824086397591,0.0,1,80,t=80,1.0
34,0.0,0.2,0.8,1955.9518365661993,70.49686069084547,0.0,1,80,t=80,1.0
35,0.0,0.19,0.81,1948.8954318432332,70.93785840930181,0.0,1,80,t=80,1.0
36,0.0,0.185,0.815,1945.320745477304,71.15495576177845,0.0,1,80,t=80,1.0
37,0.0,0.175,0.825,1915.1906424010647,72.85862075039581,0.0,1,80,t=80,1.0
38,0.0,0.165,0.835,1903.288453860773,73.4745014964126,0.0,1,80,t=80,1.0
39,0.0,0.165,0.835,1903.288453860773,73.4745014964126,0.0,1,80,t=80,1.0
40,0.0,0.155,0.845,1888.7499291533181,74.18618848619234,0.0,1,80,t=80,1.0
41,0.0,0.145,0.855,1873.210124176825,74.91541614030447,0.0,1,80,t=80,1.0
42,0.0,0.13,0.87,1851.7977215383798,75.87542620080849,0.0,1,80,t=80,1.0
43,0.0,0.115,0.885,1822.6228135182519,77.10229546800686,0.0,1,80,t=80,1.0
44,0.0,0.105,0.895,1786.1233033937199,78.52492273128568,0.0,1,80,t=80,1.0
45,0.0,0.105,0.895,1786.1233033937199,78.52492273128568,0.0,1,80,t=80,1.0
46,0.0,0.105,0.895,1786.1233033937199,78.52492273128568,0.0,1,80,t=80,1.0
47,0.0,0.1,0.9,1779.4935870858246,78.77641719267262,0.0,1,80,t=80,1.0
48,0.0,0.1,0.9,1779.4935870858246,78.77641719267262,0.0,1,80,t=80,1.0
49,0.0,0.1,0.9,1779.4935870858246,78.77641719267262,0.0,1,80,t=80,1.0
50,0.0,0.095,0.905,1769.5142202436937,79.14958996535773,0.0,1,80,t=80,1.0
51,0.0,0.09,0.91,1755.6689839058517,79.65400099948361,0.0,1,80,t=80,1.0
52,0.0,0.085,0.915,1752.01420588732,79.78587295464271,0.0,1,80,t=80,1.0
53,0.0,0.085,0.915,1752.01420588732,79.78587295464271,0.0,1,80,t=80,1.0
54,0.0,0.075,0.925,1733.4473377058766,80.43752399255192,0.0,1,80,t=80,1.0
55,0.0,0.065,0.935,1705.9803772752882,81.37605692704975,0.0,1,80,t=80,1.0
56,0.0,0.065,0.935,1705.9803772752882,81.37605692704975,0.0,1,80,t=80,1.0
57,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,0.0,1,80,t=80,1.0
58,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,0.0,1,80,t=80,1.0
59,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,0.0,1,80,t=80,1.0
60,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,0.0,1,80,t=80,1.0
61,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,0.0,1,80,t=80,1.0
62,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,0.0,1,80,t=80,1.0
63,0.0,0.045,0.955,1663.6273633958829,82.75389414013131,0.0,1,80,t=80,1.0
64,0.0,0.045,0.955,1663.6273633958829,82.75389414013131,0.0,1,80,t=80,1.0
65,0.0,0.045,0.955,1663.6273633958829,82.75389414013131,0.0,1,80,t=80,1.0
66,0.0,0.045,0.955,1663.6273633958829,82.75389414013131,0.0,1,80,t=80,1.0
67,0.0,0.045,0.955,1663.6273633958829,82.75389414013131,0.0,1,80,t=80,1.0
68,0.0,0.045,0.955,1663.6273633958829,82.75389414013131,0.0,1,80,t=80,1.0
69,0.0,0.045,0.955,1663.6273633958829,82.75389414013131,0.0,1,80,t=80,1.0
70,0.0,0.04,0.96,1659.1562731234937,82.89596784309445,0.0,1,80,t=80,1.0
71,0.0,0.035,0.965,1657.3422823689446,82.95313408296516,0.0,1,80,t=80,1.0
72,0.0,0.035,0.965,1657.3422823689446,82.95313408296516,0.0,1,80,t=80,1.0
73,0.0,0.035,0.965,1657.3422823689446,82.95313408296516,0.0,1,80,t=80,1.0
74,0.0,0.035,0.965,1657.3422823689446,82.95313408296516,0.0,1,80,t=80,1.0
