t,share_N,share_E,share_F,W,C_ext,run_id,regime
27,0.025,0.255,0.72,1856.4794397387318,63.31410389099711,27,primitive_baseline
28,0.025,0.245,0.73,1843.5262618417294,64.63505377137187,27,primitive_baseline
29,0.025,0.23,0.745,1830.3175425582494,65.7827187030792,27,primitive_baseline
30,0.025,0.215,0.76,1822.5403199806524,66.39280627563788,27,primitive_baseline
31,0.025,0.205,0.77,1815.2258835354967,66.93710075208746,27,primitive_baseline
32,0.025,0.19,0.785,1799.9335760822387,67.99698805430072,27,primitive_baseline
33,0.025,0.19,0.785,1799.9335760822387,67.99698805430072,27,primitive_baseline
34,0.025,0.185,0.79,1796.5004474289685,68.224215979941,27,primitive_baseline
35,0.025,0.16,0.815,1765.991962503045,70.06449215113904,27,primitive_baseline
36,0.025,0.155,0.82,1754.6336195168801,70.68572744448254,27,primitive_baseline
37,0.025,0.145,0.83,1746.3529726060951,71.12504466203305,27,primitive_baseline
38,0.025,0.135,0.84,1735.3500413417917,71.69116757236097,27,primitive_baseline
39,0.025,0.125,0.85,1702.930054657279,73.23576786603292,27,primitive_baseline
40,0.025,0.115,0.86,1688.3500020514339,73.89699525542433,27,primitive_baseline
41,0.025,0.105,0.87,1670.9257482259789,74.65898344870783,27,primitive_baseline
42,0.025,0.1,0.875,1670.4536698559705,74.67925665034016,27,primitive_baseline
43,0.02,0.1,0.88,1677.301935316058,75.04160369129758,27,primitive_baseline
44,0.02,0.1,0.88,1677.301935316058,75.04160369129758,27,primitive_baseline
45,0.02,0.1,0.88,1677.301935316058,75.04160369129758,27,primitive_baseline
46,0.02,0.095,0.885,1673.2831532623343,75.20881264224933,27,primitive_baseline
47,0.02,0.085,0.895,1659.7225172626045,75.76890594327489,27,primitive_baseline
48,0.02,0.085,0.895,1659.7225172626045,75.76890594327489,27,primitive_baseline
49,0.02,0.075,0.905,1641.6747043523426,76.49105613676986,27,primitive_baseline
50,0.02,0.06,0.92,1622.0425238869982,77.24200478737905,27,primitive_baseline
51,0.02,0.06,0.92,1622.0425238869982,77.24200478737905,27,primitive_baseline
52,0.02,0.055,0.925,1617.294069257221,77.4197827006551,27,primitive_baseline
53,0.02,0.055,0.925,1617.294069257221,77.4197827006551,27,primitive_baseline
54,0.02,0.045,0.935,1596.874882204497,78.17714103276208,27,primitive_baseline
55,0.02,0.04,0.94,1594.312243235439,78.26953391054462,27,primitive_baseline
56,0.02,0.035,0.945,1588.119314264751,78.4928020404972,27,primitive_baseline
57,0.02,0.03,0.95,1574.0662159594328,78.98842008725963,27,primitive_baseline
58,0.02,0.03,0.95,1574.0662159594328,78.98842008725963,27,primitive_baseline
59,0.02,0.02,0.96,1544.0134570416938,80.02784946429264,27,primitive_baseline
60,0.02,0.02,0.96,1544.0134570416938,80.02784946429264,27,primitive_baseline
61,0.02,0.02,0.96,1544.0134570416938,80.02784946429264,27,primitive_baseline
62,0.02,0.02,0.96,1544.0134570416938,80.02784946429264,27,primitive_baseline
63,0.02,0.02,0.96,1544.0134570416938,80.02784946429264,27,primitive_baseline
0,0.0,0.94,0.06,949.876224835848,7.17358830502874,27,safety_only
1,0.0,0.93,0.07,960.4845458515821,7.785608345213746,27,safety_only
2,0.005,0.91,0.085,969.8333134538027,8.784506808689978,27,safety_only
3,0.005,0.875,0.12,1094.5675381324431,14.721376338824506,27,safety_only
4,0.005,0.825,0.17,1206.889082778916,19.551564755984202,27,safety_only
5,0.01,0.78,0.21,1277.0396008700247,23.234030513189133,27,safety_only
6,0.01,0.745,0.245,1335.47232934134,25.51755740122109,27,safety_only
7,0.015,0.7,0.285,1390.5623084019905,28.10806756144555,27,safety_only
8,0.015,0.675,0.31,1454.2933109095363,30.441740079028182,27,safety_only
9,0.015,0.64,0.345,1575.6517154626674,34.67940009443636,27,safety_only
10,0.02,0.61,0.37,1604.4995758930302,36.7291400682506,27,safety_only
11,0.025,0.605,0.37,1596.5376848130156,36.7291400682506,27,safety_only
12,0.025,0.605,0.37,1596.5376848130156,36.7291400682506,27,safety_only
13,0.03,0.6,0.37,1592.7762643969593,36.7291400682506,27,safety_only
14,0.035,0.595,0.37,1546.6706419464924,36.7291400682506,27,safety_only
0,0.0,0.94,0.06,931.4863180079863,6.676683069662157,28,primitive_baseline
1,0.0,0.92,0.08,953.6471040887508,7.844462213211356,28,primitive_baseline
2,0.0,0.885,0.115,1023.4187038742335,11.098024377223192,28,primitive_baseline
3,0.005,0.835,0.16,1104.6563594740476,15.926560053336022,28,primitive_baseline
4,0.005,0.795,0.2,1170.0834012685361,18.552589662186616,28,primitive_baseline
5,0.005,0.745,0.25,1314.8695676385692,24.015461796432223,28,primitive_baseline
6,0.015,0.71,0.275,1316.4386837255577,25.956670033893047,28,primitive_baseline
7,0.015,0.665,0.32,1548.6499646014104,33.86563754893763,28,primitive_baseline
8,0.015,0.645,0.34,1594.6207844395349,35.56575576161209,28,primitive_baseline
9,0.015,0.605,0.38,1663.0840823516746,38.45190659839782,28,primitive_baseline
10,0.015,0.58,0.405,1679.6520369738746,39.242221334239915,28,primitive_baseline
11,0.015,0.55,0.435,1722.5891542473023,41.53984410557164,28,primitive_baseline
12,0.015,0.525,0.46,1756.9605552129292,43.78337627785056,28,primitive_baseline
13,0.015,0.48,0.505,1806.8231684802481,48.6710044247624,28,primitive_baseline
14,0.015,0.455,0.53,1816.9776257551168,50.498552208881065,28,primitive_baseline
15,0.015,0.425,0.56,1823.4798277991467,53.73476401673307,28,primitive_baseline
16,0.02,0.4,0.58,1809.244730148147,54.37069109664941,28,primitive_baseline
17,0.025,0.37,0.605,1778.9820879261647,55.41409954561787,28,primitive_baseline
18,0.025,0.36,0.615,1778.4745895203464,55.59025882127355,28,primitive_baseline
19,0.03,0.34,0.63,1751.8356438404855,57.41841904013439,28,primitive_baseline
20,0.035,0.325,0.64,1700.61257746209,57.938777485093794,28,primitive_baseline
21,0.035,0.305,0.66,1690.7925055306237,59.249860991650976,28,primitive_baseline
22,0.035,0.29,0.675,1687.5882034208098,59.62048971992511,28,primitive_baseline
23,0.035,0.27,0.695,1677.6228975504823,60.67650041177495,28,primitive_baseline
24,0.035,0.26,0.705,1672.540505902848,61.17518929555261,28,primitive_baseline
25,0.035,0.235,0.73,1654.4212634789983,62.72515009695823,28,primitive_baseline
26,0.035,0.22,0.745,1628.178850610055,64.63680819705448,28,primitive_baseline
27,0.035,0.21,0.755,1624.566189218864,64.8770699827234,28,primitive_baseline
28,0.035,0.2,0.765,1619.7790901248914,65.186854582755,28,primitive_baseline
29,0.035,0.195,0.77,1611.920871263037,65.67769269289991,28,primitive_baseline
30,0.035,0.19,0.775,1598.5624139323793,66.48610887873059,28,primitive_baseline
31,0.035,0.175,0.79,1592.168667638829,66.85389665209138,28,primitive_baseline
32,0.04,0.17,0.79,1582.6738181104743,66.85389665209138,28,primitive_baseline
33,0.04,0.165,0.795,1577.3367427713893,67.15500770665322,28,primitive_baseline
34,0.04,0.145,0.815,1536.892835638599,69.25959390423235,28,primitive_baseline
35,0.04,0.135,0.825,1530.2483418200857,69.57985878890409,28,primitive_baseline
36,0.04,0.135,0.825,1530.2483418200857,69.57985878890409,28,primitive_baseline
37,0.04,0.13,0.83,1521.4736678962017,70.00014695464256,28,primitive_baseline
38,0.04,0.125,0.835,1520.136649044245,70.06253210262717,28,primitive_baseline
39,0.04,0.125,0.835,1520.136649044245,70.06253210262717,28,primitive_baseline
40,0.04,0.12,0.84,1512.197399825019,70.42688686643208,28,primitive_baseline
41,0.04,0.11,0.85,1491.129183908512,71.37167796383838,28,primitive_baseline
42,0.04,0.105,0.855,1485.0411540772814,71.63925200726642,28,primitive_baseline
43,0.04,0.1,0.86,1472.989267688102,72.15512015820951,28,primitive_baseline
44,0.04,0.09,0.87,1457.6530718440342,72.79811441530106,28,primitive_baseline
45,0.04,0.08,0.88,1442.0816977504492,73.43212074829071,28,primitive_baseline
46,0.04,0.08,0.88,1442.0816977504492,73.43212074829071,28,primitive_baseline
47,0.04,0.065,0.895,1425.8997919012033,74.07225585133129,28,primitive_baseline
48,0.04,0.045,0.915,1405.4737324810685,74.85336130036083,28,primitive_baseline
49,0.04,0.045,0.915,1405.4737324810685,74.85336130036083,28,primitive_baseline
50,0.04,0.045,0.915,1405.4737324810685,74.85336130036083,28,primitive_baseline
51,0.04,0.045,0.915,1405.4737324810685,74.85336130036083,28,primitive_baseline
52,0.04,0.045,0.915,1405.4737324810685,74.85336130036083,28,primitive_baseline
0,0.0,0.94,0.06,931.4863180079863,6.676683069662157,28,safety_only
1,0.0,0.92,0.08,953.6471040887508,7.844462213211356,28,safety_only
2,0.0,0.885,0.115,1023.4187038742335,11.098024377223192,28,safety_only
3,0.005,0.835,0.16,1104.6563594740476,15.926560053336022,28,safety_only
4,0.005,0.795,0.2,1170.0834012685361,18.552589662186616,28,safety_only
5,0.005,0.745,0.25,1314.8695676385692,24.015461796432223,28,safety_only
6,0.015,0.71,0.275,1316.4386837255577,25.956670033893047,28,safety_only
7,0.02,0.705,0.275,1309.3224330645915,25.956670033893047,28,safety_only
8,0.02,0.68,0.3,1369.4669182491007,28.086895221409403,28,safety_only
9,0.02,0.64,0.34,1458.391313027616,31.103025948383628,28,safety_only
10,0.025,0.635,0.34,1448.1526053054465,31.103025948383628,28,safety_only
11,0.03,0.63,0.34,1427.2155077099237,31.103025948383628,28,safety_only
12,0.035,0.625,0.34,1413.099937035443,31.103025948383628,28,safety_only
13,0.035,0.625,0.34,1413.099937035443,31.103025948383628,28,safety_only
0,0.0,0.94,0.06,1099.8883435125904,8.171667175452075,29,primitive_baseline
1,0.0,0.925,0.075,1138.529538790185,10.107628399851533,29,primitive_baseline
2,0.01,0.885,0.105,1162.6204758437207,13.12079247483371,29,primitive_baseline
3,0.015,0.845,0.14,1236.174650428956,16.63733694857777,29,primitive_baseline
4,0.015,0.81,0.175,1304.9712964386238,19.529746973293044,29,primitive_baseline
5,0.015,0.775,0.21,1402.4383513848989,23.426586237564933,29,primitive_baseline
6,0.015,0.735,0.25,1475.273635927183,26.208109768240774,29,primitive_baseline
7,0.015,0.685,0.3,1607.9765241861348,31.014832526915377,29,primitive_baseline
8,0.02,0.65,0.33,1680.5082878075032,33.98315146656519,29,primitive_baseline
9,0.02,0.615,0.365,1744.3815496680647,36.66268720429183,29,primitive_baseline
10,0.02,0.585,0.395,1827.3756531375636,41.2268145393109,29,primitive_baseline
11,0.02,0.555,0.425,1853.776639978632,43.24438008421633,29,primitive_baseline
12,0.02,0.53,0.45,1871.2413325291134,44.95312543853748,29,primitive_baseline
13,0.02,0.505,0.475,1884.5096119108155,46.66462927409444,29,primitive_baseline
14,0.02,0.465,0.515,1897.8219088760827,50.41194708243417,29,primitive_baseline
15,0.025,0.445,0.53,1890.2534073128904,51.98448235967875,29,primitive_baseline
16,0.025,0.415,0.56,1886.4197831387032,53.471521471110236,29,primitive_baseline
17,0.025,0.4,0.575,1879.2387840388305,55.00568582616275,29,primitive_baseline
18,0.03,0.37,0.6,1822.5252312195166,56.34716501379123,29,primitive_baseline
19,0.03,0.345,0.625,1808.987192757738,57.83899636961436,29,primitive_baseline
20,0.03,0.33,0.64,1793.3702991589782,59.23207712071605,29,primitive_baseline
21,0.03,0.32,0.65,1788.8164370684422,60.51813268168179,29,primitive_baseline
22,0.03,0.29,0.68,1760.2824151702596,62.405060655983846,29,primitive_baseline
23,0.03,0.285,0.685,1751.2864751053107,62.93796369508658,29,primitive_baseline
24,0.03,0.28,0.69,1749.2646088888785,63.05468059551738,29,primitive_baseline
25,0.03,0.265,0.705,1743.304249822816,63.3949057296624,29,primitive_baseline
26,0.03,0.25,0.72,1725.3977319101168,64.36566958151758,29,primitive_baseline
27,0.035,0.235,0.73,1678.4916750159568,64.92592411618725,29,primitive_baseline
28,0.035,0.21,0.755,1643.1789184804647,66.60113250660764,29,primitive_baseline
29,0.035,0.205,0.76,1637.0237972386249,66.87550171662281,29,primitive_baseline
30,0.035,0.195,0.77,1618.8438836290766,67.66662938266299,29,primitive_baseline
31,0.035,0.175,0.79,1588.8062502082842,68.9017083092642,29,primitive_baseline
32,0.035,0.165,0.8,1573.2935619358068,69.51282796977681,29,primitive_baseline
33,0.035,0.155,0.81,1563.66031731323,69.88186412512161,29,primitive_baseline
34,0.035,0.145,0.82,1546.0898246917156,70.53867409534726,29,primitive_baseline
35,0.035,0.13,0.835,1522.2210886263802,71.40350844350237,29,primitive_baseline
36,0.035,0.125,0.84,1511.4402426066854,71.77999963109392,29,primitive_baseline
37,0.035,0.115,0.85,1504.4984710589006,72.01942795233629,29,primitive_baseline
38,0.035,0.11,0.855,1485.9932852928957,72.65270214317161,29,primitive_baseline
39,0.035,0.11,0.855,1485.9932852928957,72.65270214317161,29,primitive_baseline
40,0.035,0.11,0.855,1485.9932852928957,72.65270214317161,29,primitive_baseline
41,0.035,0.11,0.855,1485.9932852928957,72.65270214317161,29,primitive_baseline
42,0.035,0.1,0.865,1463.464706738486,73.39694926290315,29,primitive_baseline
43,0.035,0.095,0.87,1448.5297307800415,73.87744710166382,29,primitive_baseline
44,0.035,0.09,0.875,1426.4921206304202,74.56962252975828,29,primitive_baseline
45,0.035,0.09,0.875,1426.4921206304202,74.56962252975828,29,primitive_baseline
46,0.035,0.085,0.88,1413.439658957749,74.97601268744395,29,primitive_baseline
47,0.035,0.08,0.885,1410.2342091868634,75.07397532935619,29,primitive_baseline
48,0.035,0.08,0.885,1410.2342091868634,75.07397532935619,29,primitive_baseline
49,0.035,0.075,0.89,1401.5214021024474,75.33853279227714,29,primitive_baseline
50,0.035,0.075,0.89,1401.5214021024474,75.33853279227714,29,primitive_baseline
51,0.035,0.075,0.89,1401.5214021024474,75.33853279227714,29,primitive_baseline
52,0.035,0.06,0.905,1385.277185968995,75.82749983371909,29,primitive_baseline
53,0.035,0.055,0.91,1378.3680533342301,76.03157238227912,29,primitive_baseline
54,0.035,0.055,0.91,1378.3680533342301,76.03157238227912,29,primitive_baseline
55,0.035,0.05,0.915,1362.0056320140382,76.51478160358472,29,primitive_baseline
56,0.035,0.05,0.915,1362.0056320140382,76.51478160358472,29,primitive_baseline
57,0.035,0.05,0.915,1362.0056320140382,76.51478160358472,29,primitive_baseline
58,0.035,0.035,0.93,1341.2988645842443,77.11067608756878,29,primitive_baseline
59,0.035,0.035,0.93,1341.2988645842443,77.11067608756878,29,primitive_baseline
60,0.035,0.025,0.94,1337.3033619299456,77.2240897169227,29,primitive_baseline
61,0.035,0.025,0.94,1337.3033619299456,77.2240897169227,29,primitive_baseline
62,0.035,0.02,0.945,1327.4335256585623,77.5026612464888,29,primitive_baseline
63,0.035,0.02,0.945,1327.4335256585623,77.5026612464888,29,primitive_baseline
64,0.035,0.015,0.95,1308.296852856682,78.0388310927938,29,primitive_baseline
65,0.035,0.015,0.95,1308.296852856682,78.0388310927938,29,primitive_baseline
66,0.035,0.015,0.95,1308.296852856682,78.0388310927938,29,primitive_baseline
67,0.035,0.015,0.95,1308.296852856682,78.0388310927938,29,primitive_baseline
68,0.035,0.01,0.955,1282.616543639192,78.74348062817316,29,primitive_baseline
69,0.035,0.01,0.955,1282.616543639192,78.74348062817316,29,primitive_baseline
70,0.035,0.01,0.955,1282.616543639192,78.74348062817316,29,primitive_baseline
71,0.035,0.01,0.955,1282.616543639192,78.74348062817316,29,primitive_baseline
72,0.035,0.01,0.955,1282.616543639192,78.74348062817316,29,primitive_baseline
0,0.0,0.94,0.06,1099.8883435125904,8.171667175452075,29,safety_only
1,0.0,0.925,0.075,1138.529538790185,10.107628399851533,29,safety_only
2,0.01,0.885,0.105,1162.6204758437207,13.12079247483371,29,safety_only
3,0.015,0.845,0.14,1236.174650428956,16.63733694857777,29,safety_only
4,0.015,0.81,0.175,1304.9712964386238,19.529746973293044,29,safety_only
5,0.015,0.775,0.21,1402.4383513848989,23.426586237564933,29,safety_only
6,0.015,0.735,0.25,1475.273635927183,26.208109768240774,29,safety_only
7,0.015,0.685,0.3,1607.9765241861348,31.014832526915377,29,safety_only
8,0.02,0.68,0.3,1597.4844562735536,31.014832526915377,29,safety_only
9,0.025,0.675,0.3,1590.8916856215856,31.014832526915377,29,safety_only
10,0.035,0.665,0.3,1585.167535035144,31.014832526915377,29,safety_only
11,0.035,0.665,0.3,1585.167535035144,31.014832526915377,29,safety_only
0,0.0,0.94,0.06,848.483465865738,6.070352953317068,30,primitive_baseline
1,0.0,0.94,0.06,840.4101228565854,5.514759139793765,30,primitive_baseline
2,0.0,0.93,0.07,847.2322582504225,5.9901932805982705,30,primitive_baseline
3,0.005,0.91,0.085,886.77888828438,8.484394952940917,30,primitive_baseline
4,0.005,0.88,0.115,925.0160855146069,10.34974375103299,30,primitive_baseline
5,0.01,0.83,0.16,1028.079960715538,15.426167544206836,30,primitive_baseline
6,0.015,0.78,0.205,1190.220776666453,22.18298383635837,30,primitive_baseline
7,0.025,0.745,0.23,1188.8126345672986,24.383767721401927,30,primitive_baseline
8,0.02,0.715,0.265,1276.8209326418328,27.4559147933797,30,primitive_baseline
9,0.025,0.67,0.305,1342.3870918731045,30.266067355677393,30,primitive_baseline
10,0.025,0.625,0.35,1437.8394491801423,33.679283432876844,30,primitive_baseline
11,0.025,0.595,0.38,1495.176838959132,36.07457536370572,30,primitive_baseline
12,0.025,0.56,0.415,1542.379174197287,38.40864436734701,30,primitive_baseline
13,0.025,0.54,0.435,1560.0584858936086,39.40180781439039,30,primitive_baseline
14,0.025,0.515,0.46,1591.495811522751,41.428879886698766,30,primitive_baseline
15,0.025,0.495,0.48,1613.0154273743715,43.122462436334146,30,primitive_baseline
16,0.025,0.46,0.515,1634.022656449097,45.25902517361879,30,primitive_baseline
17,0.03,0.45,0.52,1622.0314047017287,45.497681061190555,30,primitive_baseline
18,0.03,0.42,0.55,1638.4600248608024,48.29262504827987,30,primitive_baseline
19,0.03,0.395,0.575,1643.5470706007632,50.587238814359054,30,primitive_baseline
20,0.03,0.37,0.6,1640.6261765727568,53.096847089909446,30,primitive_baseline
21,0.03,0.345,0.625,1632.658784017226,55.00853957968384,30,primitive_baseline
22,0.03,0.34,0.63,1622.0425383019228,56.633514121980035,30,primitive_baseline
23,0.03,0.315,0.655,1604.578662668643,58.5539249872195,30,primitive_baseline
24,0.03,0.28,0.69,1576.3416112754396,60.932038882685696,30,primitive_baseline
25,0.03,0.27,0.7,1566.975137263746,61.59767701995294,30,primitive_baseline
26,0.03,0.265,0.705,1561.8663977969654,61.943896684102135,30,primitive_baseline
27,0.03,0.26,0.71,1559.0925204597697,62.13147865003381,30,primitive_baseline
28,0.03,0.255,0.715,1558.449125325302,62.17431682187248,30,primitive_baseline
29,0.03,0.235,0.735,1515.138462607022,64.78296163818669,30,primitive_baseline
30,0.03,0.225,0.745,1496.7864352662127,65.74151674639668,30,primitive_baseline
31,0.03,0.22,0.75,1491.1561362959812,66.02457550276927,30,primitive_baseline
32,0.03,0.21,0.76,1471.9247713684076,66.96022952143521,30,primitive_baseline
33,0.03,0.2,0.77,1460.21182012724,67.50992341522655,30,primitive_baseline
34,0.03,0.2,0.77,1460.21182012724,67.50992341522655,30,primitive_baseline
35,0.03,0.19,0.78,1450.686279807668,67.93891972591011,30,primitive_baseline
36,0.03,0.175,0.795,1426.0164962920521,69.01055099092716,30,primitive_baseline
37,0.03,0.165,0.805,1411.1328939321777,69.63240258441063,30,primitive_baseline
38,0.03,0.155,0.815,1389.5452513770895,70.50653503811976,30,primitive_baseline
39,0.03,0.14,0.83,1367.5322862474015,71.35522871445184,30,primitive_baseline
40,0.03,0.135,0.835,1364.869771151916,71.45644645479314,30,primitive_baseline
41,0.03,0.12,0.85,1348.0433728417263,72.08222840960887,30,primitive_baseline
42,0.03,0.12,0.85,1348.0433728417263,72.08222840960887,30,primitive_baseline
43,0.03,0.11,0.86,1317.547930973844,73.18033431338081,30,primitive_baseline
44,0.03,0.11,0.86,1317.547930973844,73.18033431338081,30,primitive_baseline
45,0.03,0.105,0.865,1302.1868923277957,73.71641246909172,30,primitive_baseline
46,0.03,0.1,0.87,1297.575486445699,73.87556505935603,30,primitive_baseline
47,0.03,0.095,0.875,1292.4446638714726,74.0498178329203,30,primitive_baseline
48,0.03,0.09,0.88,1284.6395685970058,74.3155707879545,30,primitive_baseline
49,0.03,0.09,0.88,1284.6395685970058,74.3155707879545,30,primitive_baseline
50,0.03,0.08,0.89,1232.7583768055458,76.00751695713325,30,primitive_baseline
51,0.03,0.08,0.89,1232.7583768055458,76.00751695713325,30,primitive_baseline
52,0.03,0.075,0.895,1223.1055920423955,76.31306237561488,30,primitive_baseline
53,0.03,0.055,0.915,1194.0883602090203,77.2146794654156,30,primitive_baseline
54,0.03,0.045,0.925,1167.6444606432547,78.00697134889548,30,primitive_baseline
55,0.03,0.045,0.925,1167.6444606432547,78.00697134889548,30,primitive_baseline
56,0.03,0.045,0.925,1167.6444606432547,78.00697134889548,30,primitive_baseline
57,0.03,0.045,0.925,1167.6444606432547,78.00697134889548,30,primitive_baseline
58,0.03,0.045,0.925,1167.6444606432547,78.00697134889548,30,primitive_baseline
0,0.0,0.94,0.06,848.483465865738,6.070352953317068,30,safety_only
1,0.0,0.94,0.06,840.4101228565854,5.514759139793765,30,safety_only
2,0.0,0.93,0.07,847.2322582504225,5.9901932805982705,30,safety_only
3,0.005,0.91,0.085,886.77888828438,8.484394952940917,30,safety_only
4,0.005,0.88,0.115,925.0160855146069,10.34974375103299,30,safety_only
5,0.01,0.83,0.16,1028.079960715538,15.426167544206836,30,safety_only
6,0.015,0.78,0.205,1190.220776666453,22.18298383635837,30,safety_only
7,0.025,0.745,0.23,1188.8126345672986,24.383767721401927,30,safety_only
8,0.02,0.715,0.265,1276.8209326418328,27.4559147933797,30,safety_only
9,0.025,0.67,0.305,1342.3870918731045,30.266067355677393,30,safety_only
10,0.025,0.67,0.305,1342.3870918731045,30.266067355677393,30,safety_only
11,0.025,0.67,0.305,1342.3870918731045,30.266067355677393,30,safety_only
12,0.025,0.67,0.305,1342.3870918731045,30.266067355677393,30,safety_only
13,0.025,0.67,0.305,1342.3870918731045,30.266067355677393,30,safety_only
0,0.0,0.94,0.06,766.6169726630623,4.3064444733522045,31,primitive_baseline
1,0.0,0.94,0.06,766.6169726630623,4.3064444733522045,31,primitive_baseline
2,0.0,0.94,0.06,766.6169726630623,4.3064444733522045,31,primitive_baseline
3,0.01,0.93,0.06,741.2014088750822,4.3064444733522045,31,primitive_baseline
4,0.015,0.925,0.06,733.9294755341723,4.3064444733522045,31,primitive_baseline
0,0.0,0.94,0.06,766.6169726630623,4.3064444733522045,31,safety_only
1,0.0,0.94,0.06,766.6169726630623,4.3064444733522045,31,safety_only
2,0.0,0.94,0.06,766.6169726630623,4.3064444733522045,31,safety_only
3,0.01,0.93,0.06,741.2014088750822,4.3064444733522045,31,safety_only
4,0.015,0.925,0.06,733.9294755341723,4.3064444733522045,31,safety_only
0,0.0,0.94,0.06,992.9366901508414,7.368171494915139,32,primitive_baseline
1,0.0,0.93,0.07,1001.7446937868309,7.888767562749566,32,primitive_baseline
2,0.0,0.9,0.1,1052.916482708165,10.596970279363294,32,primitive_baseline
3,0.0,0.855,0.145,1178.092583031923,16.43190158336966,32,primitive_baseline
4,0.0,0.805,0.195,1311.7991370232683,22.12277325892805,32,primitive_baseline
5,0.0,0.775,0.225,1410.0765429949606,26.045662649451188,32,primitive_baseline
6,0.0,0.73,0.27,1518.7383671800526,30.143753643031687,32,primitive_baseline
7,0.005,0.695,0.3,1608.430583541851,33.81862492261794,32,primitive_baseline
8,0.005,0.66,0.335,1709.1785929008233,37.26675189874882,32,primitive_baseline
9,0.005,0.635,0.36,1770.5713303691616,39.285633369742996,32,primitive_baseline
10,0.005,0.61,0.385,1792.9195717260754,40.01001608861674,32,primitive_baseline
11,0.005,0.57,0.425,1903.1442726896692,43.68519092989272,32,primitive_baseline
12,0.01,0.535,0.455,1951.2539128106498,46.38210266644741,32,primitive_baseline
13,0.01,0.5,0.49,1999.9777948165256,48.67911934026615,32,primitive_baseline
14,0.01,0.48,0.51,2024.9613698650685,50.03245825558896,32,primitive_baseline
15,0.015,0.45,0.535,2013.6601278058902,51.13565590883793,32,primitive_baseline
16,0.015,0.42,0.565,2051.1444333656714,53.89869361455464,32,primitive_baseline
17,0.015,0.39,0.595,2077.754252077469,56.76589204626415,32,primitive_baseline
18,0.015,0.365,0.62,2086.185655146021,58.073675969155545,32,primitive_baseline
19,0.015,0.335,0.65,2093.5815618319643,59.880938591137145,32,primitive_baseline
20,0.015,0.315,0.67,2096.3937658330055,61.61347330135133,32,primitive_baseline
21,0.015,0.31,0.675,2096.4664210896613,61.95094259652632,32,primitive_baseline
22,0.015,0.3,0.685,2096.132876273213,62.53564488423673,32,primitive_baseline
23,0.02,0.28,0.7,2073.8459020216633,64.11734178593923,32,primitive_baseline
24,0.02,0.275,0.705,2072.1761138593693,64.58200628849778,32,primitive_baseline
25,0.02,0.265,0.715,2065.5346723891,65.94954798925059,32,primitive_baseline
26,0.02,0.245,0.735,2060.1186003903154,66.81223665950381,32,primitive_baseline
27,0.02,0.22,0.76,2045.5953329323822,68.58426119222273,32,primitive_baseline
28,0.02,0.21,0.77,2034.9403335400234,69.65128503163712,32,primitive_baseline
29,0.02,0.2,0.78,2029.0643409918598,70.18090954790668,32,primitive_baseline
30,0.025,0.19,0.785,2010.4058346712804,70.36614905003019,32,primitive_baseline
31,0.025,0.18,0.795,1995.944744225329,71.51373301538513,32,primitive_baseline
32,0.025,0.165,0.81,1979.7964790079022,72.65698918232447,32,primitive_baseline
33,0.03,0.155,0.815,1951.2118351741483,72.90367951221742,32,primitive_baseline
34,0.03,0.145,0.825,1937.4622153126404,73.77704679114605,32,primitive_baseline
35,0.03,0.135,0.835,1930.5769684347217,74.1873842643549,32,primitive_baseline
36,0.03,0.135,0.835,1930.5769684347217,74.1873842643549,32,primitive_baseline
37,0.03,0.135,0.835,1930.5769684347217,74.1873842643549,32,primitive_baseline
38,0.03,0.125,0.845,1927.6306136910723,74.35861675559272,32,primitive_baseline
39,0.03,0.12,0.85,1923.5001238395207,74.59799758027427,32,primitive_baseline
40,0.03,0.115,0.855,1922.0418328398698,74.68159468938853,32,primitive_baseline
41,0.03,0.11,0.86,1912.4181205168197,75.21342467261925,32,primitive_baseline
42,0.03,0.105,0.865,1903.5986057917853,75.68911319678132,32,primitive_baseline
43,0.03,0.1,0.87,1897.9061912101329,75.98872662815882,32,primitive_baseline
44,0.03,0.1,0.87,1897.9061912101329,75.98872662815882,32,primitive_baseline
45,0.03,0.095,0.875,1894.328217598727,76.17197112769114,32,primitive_baseline
46,0.03,0.085,0.885,1879.7395332186093,76.89888597209713,32,primitive_baseline
47,0.03,0.085,0.885,1879.7395332186093,76.89888597209713,32,primitive_baseline
48,0.03,0.08,0.89,1874.0429567388755,77.17384190340846,32,primitive_baseline
49,0.03,0.07,0.9,1858.4135412899795,77.91339748168386,32,primitive_baseline
50,0.03,0.07,0.9,1858.4135412899795,77.91339748168386,32,primitive_baseline
51,0.03,0.065,0.905,1854.0358261072845,78.11284815313093,32,primitive_baseline
52,0.03,0.06,0.91,1843.1387064816374,78.60110803631613,32,primitive_baseline
53,0.03,0.055,0.915,1834.9056116563675,78.96671295880269,32,primitive_baseline
54,0.03,0.045,0.925,1828.4314837467653,79.24727517569173,32,primitive_baseline
55,0.03,0.04,0.93,1823.4252840903653,79.46210030838905,32,primitive_baseline
56,0.03,0.04,0.93,1823.4252840903653,79.46210030838905,32,primitive_baseline
57,0.03,0.04,0.93,1823.4252840903653,79.46210030838905,32,primitive_baseline
58,0.03,0.035,0.935,1820.9504403731726,79.56808488667949,32,primitive_baseline
59,0.03,0.035,0.935,1820.9504403731726,79.56808488667949,32,primitive_baseline
