t,share_N,share_E,share_F,W,C_ext,run_id,regime
9,0.02,0.66,0.32,1521.2563489870688,30.85722245363573,21,primitive_baseline
10,0.02,0.63,0.35,1562.2305071974683,32.44788449422603,21,primitive_baseline
11,0.015,0.6,0.385,1630.9909745905159,35.476380627814414,21,primitive_baseline
12,0.015,0.585,0.4,1666.7237621778024,37.44695000223321,21,primitive_baseline
13,0.015,0.55,0.435,1705.289109394341,40.10836801428445,21,primitive_baseline
14,0.015,0.52,0.465,1739.7415530631567,43.69789413968347,21,primitive_baseline
15,0.015,0.5,0.485,1747.810740312274,45.13942322491876,21,primitive_baseline
16,0.015,0.47,0.515,1754.8247956705695,48.13034091716244,21,primitive_baseline
17,0.015,0.46,0.525,1752.5116165596196,49.87050643200262,21,primitive_baseline
18,0.015,0.445,0.54,1750.8148545019167,50.44672727872558,21,primitive_baseline
19,0.015,0.42,0.565,1742.2768310321796,52.26692845258016,21,primitive_baseline
20,0.015,0.405,0.58,1731.6783749020703,53.74766823243975,21,primitive_baseline
21,0.02,0.385,0.595,1681.092036133545,55.58544591071464,21,primitive_baseline
22,0.02,0.365,0.615,1662.9426603933769,57.06317860936838,21,primitive_baseline
23,0.025,0.34,0.635,1634.4635891046391,58.03549070806428,21,primitive_baseline
24,0.025,0.32,0.655,1593.488338620819,60.50193888083938,21,primitive_baseline
25,0.025,0.305,0.67,1578.6786256662822,61.282240815213946,21,primitive_baseline
26,0.02,0.295,0.685,1604.3639052653498,62.25319405176391,21,primitive_baseline
27,0.02,0.275,0.705,1578.4238357545441,63.48250139383579,21,primitive_baseline
28,0.02,0.265,0.715,1565.5068983616595,64.05515904622554,21,primitive_baseline
29,0.025,0.25,0.725,1514.393370284478,64.68493267102748,21,primitive_baseline
30,0.025,0.24,0.735,1510.5345165377973,64.8459866167105,21,primitive_baseline
31,0.025,0.225,0.75,1493.0730700155116,65.55263970954795,21,primitive_baseline
32,0.025,0.225,0.75,1493.0730700155116,65.55263970954795,21,primitive_baseline
33,0.025,0.22,0.755,1483.8748518443495,65.91403064798202,21,primitive_baseline
34,0.03,0.21,0.76,1455.77686427673,66.33809517170221,21,primitive_baseline
35,0.03,0.205,0.765,1445.8271490614484,66.71127228160313,21,primitive_baseline
36,0.03,0.2,0.77,1436.3749421109096,67.06200085153749,21,primitive_baseline
37,0.03,0.19,0.78,1408.5738197720552,68.0597145869739,21,primitive_baseline
38,0.03,0.185,0.785,1402.9770777910555,68.25339084526614,21,primitive_baseline
39,0.025,0.175,0.8,1360.6356538348361,69.86468623600686,21,primitive_baseline
40,0.025,0.155,0.82,1332.8876506682172,70.7465736156039,21,primitive_baseline
41,0.025,0.15,0.825,1327.7521608105797,70.90688570318014,21,primitive_baseline
42,0.025,0.135,0.84,1262.7016195157653,72.85464893859081,21,primitive_baseline
43,0.025,0.125,0.85,1257.1035678006524,73.01594887015214,21,primitive_baseline
44,0.025,0.11,0.865,1229.6820879579395,73.79345740370138,21,primitive_baseline
45,0.025,0.105,0.87,1218.4449434754888,74.10437458362011,21,primitive_baseline
46,0.025,0.1,0.875,1207.2580333650167,74.4131899578672,21,primitive_baseline
47,0.025,0.095,0.88,1196.2120309137742,74.712392867014,21,primitive_baseline
48,0.025,0.09,0.885,1193.6164230607571,74.78282308012885,21,primitive_baseline
49,0.025,0.085,0.89,1187.194081048703,74.95471107550748,21,primitive_baseline
50,0.025,0.08,0.895,1177.0475799452345,75.22518835832787,21,primitive_baseline
51,0.025,0.075,0.9,1163.0816826762004,75.59294422616874,21,primitive_baseline
52,0.025,0.075,0.9,1163.0816826762004,75.59294422616874,21,primitive_baseline
53,0.025,0.065,0.91,1152.2822035063828,75.87520777669596,21,primitive_baseline
54,0.025,0.06,0.915,1144.8437553886438,76.06859309677128,21,primitive_baseline
55,0.025,0.06,0.915,1144.8437553886438,76.06859309677128,21,primitive_baseline
56,0.025,0.06,0.915,1144.8437553886438,76.06859309677128,21,primitive_baseline
57,0.025,0.055,0.92,1144.0589493755392,76.08885495412537,21,primitive_baseline
58,0.025,0.05,0.925,1134.7657398315491,76.32941858838684,21,primitive_baseline
59,0.025,0.05,0.925,1134.7657398315491,76.32941858838684,21,primitive_baseline
60,0.025,0.05,0.925,1134.7657398315491,76.32941858838684,21,primitive_baseline
61,0.025,0.045,0.93,1109.185201034672,76.9836658418314,21,primitive_baseline
62,0.025,0.045,0.93,1109.185201034672,76.9836658418314,21,primitive_baseline
63,0.025,0.045,0.93,1109.185201034672,76.9836658418314,21,primitive_baseline
64,0.025,0.045,0.93,1109.185201034672,76.9836658418314,21,primitive_baseline
65,0.025,0.045,0.93,1109.185201034672,76.9836658418314,21,primitive_baseline
0,0.0,0.94,0.06,1026.9269919872218,6.523110869445183,21,safety_only
1,0.005,0.925,0.07,1023.9096980180173,7.119030046786772,21,safety_only
2,0.015,0.915,0.07,1015.5178261527195,7.119030046786772,21,safety_only
3,0.015,0.885,0.1,1043.209494784757,8.68315464182196,21,safety_only
4,0.015,0.87,0.115,1073.696651391966,10.239504328791131,21,safety_only
5,0.025,0.825,0.15,1114.9796903049564,13.73255419141841,21,safety_only
6,0.025,0.775,0.2,1223.8116745901618,18.558918965587832,21,safety_only
7,0.025,0.73,0.245,1359.5047302360845,24.145403738138178,21,safety_only
8,0.025,0.69,0.285,1463.0533358153846,28.122996932502577,21,safety_only
9,0.035,0.68,0.285,1416.5245642659927,28.122996932502577,21,safety_only
10,0.035,0.65,0.315,1459.4969640851853,29.737890497096355,21,safety_only
11,0.035,0.65,0.315,1459.4969640851853,29.737890497096355,21,safety_only
12,0.035,0.65,0.315,1459.4969640851853,29.737890497096355,21,safety_only
13,0.035,0.65,0.315,1459.4969640851853,29.737890497096355,21,safety_only
14,0.04,0.645,0.315,1434.5978704680954,29.737890497096355,21,safety_only
0,0.0,0.94,0.06,787.5582236655887,5.3669347240367955,22,primitive_baseline
1,0.01,0.925,0.065,741.5592931899976,5.679775820809208,22,primitive_baseline
2,0.01,0.925,0.065,741.5592931899976,5.679775820809208,22,primitive_baseline
3,0.01,0.925,0.065,770.8695652519485,7.561434570771085,22,primitive_baseline
4,0.015,0.9,0.085,784.9586214980793,8.816670265818122,22,primitive_baseline
5,0.015,0.855,0.13,899.0868285349876,14.314571846170216,22,primitive_baseline
6,0.02,0.82,0.16,957.0053300433902,17.279165720599664,22,primitive_baseline
7,0.03,0.775,0.195,982.1240522553549,19.204615175040146,22,primitive_baseline
8,0.03,0.725,0.245,1203.50944303992,27.97872034645161,22,primitive_baseline
9,0.03,0.695,0.275,1273.576632271858,30.532581671375237,22,primitive_baseline
10,0.03,0.665,0.305,1349.9304897099826,33.312331119942485,22,primitive_baseline
11,0.035,0.63,0.335,1363.3944796436842,34.81183646121002,22,primitive_baseline
12,0.035,0.605,0.36,1410.399711298095,37.004515434896916,22,primitive_baseline
13,0.035,0.585,0.38,1438.3715073110675,38.510970802641836,22,primitive_baseline
14,0.035,0.56,0.405,1470.390862036226,40.52182518518768,22,primitive_baseline
15,0.035,0.525,0.44,1497.2175093900619,42.61677420178575,22,primitive_baseline
16,0.035,0.495,0.47,1512.2525839872392,44.10818236676583,22,primitive_baseline
17,0.035,0.47,0.495,1525.8955971288478,45.885280604120545,22,primitive_baseline
18,0.035,0.445,0.52,1534.3001416908794,47.47175876382711,22,primitive_baseline
19,0.035,0.43,0.535,1536.5516776646023,48.0814364350184,22,primitive_baseline
20,0.035,0.405,0.56,1539.7580868807745,49.533335006769185,22,primitive_baseline
21,0.035,0.405,0.56,1539.7580868807745,49.533335006769185,22,primitive_baseline
22,0.035,0.37,0.595,1537.7441308735065,52.082112992044955,22,primitive_baseline
23,0.035,0.345,0.62,1532.827458459688,53.49043458866697,22,primitive_baseline
24,0.035,0.315,0.65,1514.307984182567,56.35592316868091,22,primitive_baseline
25,0.035,0.3,0.665,1481.5639137234302,59.4419124299081,22,primitive_baseline
26,0.035,0.29,0.675,1474.6212491932529,59.97101412786577,22,primitive_baseline
27,0.035,0.28,0.685,1467.0723609096785,60.51757654035181,22,primitive_baseline
28,0.035,0.27,0.695,1460.3860796284248,60.98299084647083,22,primitive_baseline
29,0.035,0.26,0.705,1442.3545620213288,62.14353421197712,22,primitive_baseline
30,0.035,0.235,0.73,1377.8197434051547,65.62248123842797,22,primitive_baseline
31,0.035,0.225,0.74,1345.2417127329845,67.11339116385324,22,primitive_baseline
32,0.035,0.21,0.755,1318.8761602164864,68.2458887284719,22,primitive_baseline
33,0.035,0.205,0.76,1309.001613373389,68.6544684955523,22,primitive_baseline
34,0.035,0.2,0.765,1305.0289393197522,68.81642702931586,22,primitive_baseline
35,0.035,0.19,0.775,1284.242910587075,69.64691313887101,22,primitive_baseline
36,0.035,0.18,0.785,1271.4899498374434,70.138332374398,22,primitive_baseline
37,0.035,0.165,0.8,1256.141866875327,70.71525282955452,22,primitive_baseline
38,0.035,0.16,0.805,1233.489356130907,71.53488107619154,22,primitive_baseline
39,0.035,0.16,0.805,1233.489356130907,71.53488107619154,22,primitive_baseline
40,0.035,0.145,0.82,1218.2587782376168,72.07054178265216,22,primitive_baseline
41,0.035,0.135,0.83,1175.068231653985,73.54146567710441,22,primitive_baseline
42,0.035,0.13,0.835,1156.3536042910866,74.15166744074348,22,primitive_baseline
43,0.035,0.12,0.845,1145.5978423681886,74.49511401374482,22,primitive_baseline
44,0.035,0.11,0.855,1120.6898603431885,75.27126732690007,22,primitive_baseline
45,0.035,0.1,0.865,1066.7729263315823,76.89833987330763,22,primitive_baseline
46,0.035,0.1,0.865,1066.7729263315823,76.89833987330763,22,primitive_baseline
47,0.035,0.085,0.88,1049.3596901287729,77.40470079505083,22,primitive_baseline
48,0.035,0.085,0.88,1049.3596901287729,77.40470079505083,22,primitive_baseline
49,0.035,0.085,0.88,1049.3596901287729,77.40470079505083,22,primitive_baseline
50,0.035,0.085,0.88,1049.3596901287729,77.40470079505083,22,primitive_baseline
51,0.035,0.08,0.885,1041.9171888132078,77.61978537764685,22,primitive_baseline
52,0.035,0.075,0.89,1030.8417061541522,77.93438539507684,22,primitive_baseline
53,0.035,0.075,0.89,1030.8417061541522,77.93438539507684,22,primitive_baseline
54,0.035,0.075,0.89,1030.8417061541522,77.93438539507684,22,primitive_baseline
55,0.035,0.055,0.91,1000.6348020665187,78.7817359432909,22,primitive_baseline
56,0.03,0.05,0.92,998.6564190511244,79.28908549348402,22,primitive_baseline
57,0.03,0.05,0.92,998.6564190511244,79.28908549348402,22,primitive_baseline
58,0.03,0.045,0.925,993.2540985426549,79.43561284518535,22,primitive_baseline
59,0.03,0.04,0.93,971.6053616584659,80.01685844761553,22,primitive_baseline
60,0.03,0.04,0.93,971.6053616584659,80.01685844761553,22,primitive_baseline
61,0.03,0.04,0.93,971.6053616584659,80.01685844761553,22,primitive_baseline
62,0.035,0.035,0.93,955.7315154404191,80.01685844761553,22,primitive_baseline
63,0.035,0.035,0.93,955.7315154404191,80.01685844761553,22,primitive_baseline
0,0.0,0.94,0.06,787.5582236655887,5.3669347240367955,22,safety_only
1,0.01,0.925,0.065,741.5592931899976,5.679775820809208,22,safety_only
2,0.01,0.925,0.065,741.5592931899976,5.679775820809208,22,safety_only
3,0.01,0.925,0.065,770.8695652519485,7.561434570771085,22,safety_only
4,0.015,0.9,0.085,784.9586214980793,8.816670265818122,22,safety_only
5,0.015,0.855,0.13,899.0868285349876,14.314571846170216,22,safety_only
6,0.02,0.82,0.16,957.0053300433902,17.279165720599664,22,safety_only
7,0.03,0.775,0.195,982.1240522553549,19.204615175040146,22,safety_only
8,0.03,0.725,0.245,1203.50944303992,27.97872034645161,22,safety_only
9,0.03,0.695,0.275,1273.576632271858,30.532581671375237,22,safety_only
10,0.04,0.685,0.275,1259.1118288371758,30.532581671375237,22,safety_only
11,0.05,0.68,0.27,1208.637020067034,30.40169779273937,22,safety_only
12,0.055,0.675,0.27,1205.1917604742882,30.40169779273937,22,safety_only
13,0.055,0.675,0.27,1205.1917604742882,30.40169779273937,22,safety_only
14,0.055,0.675,0.27,1205.1917604742882,30.40169779273937,22,safety_only
15,0.055,0.675,0.27,1205.1917604742882,30.40169779273937,22,safety_only
0,0.0,0.94,0.06,950.0464685630596,5.5207280146174575,23,primitive_baseline
1,0.005,0.935,0.06,938.9967819988827,5.5207280146174575,23,primitive_baseline
2,0.005,0.93,0.065,952.4820793359359,6.5531682351422855,23,primitive_baseline
3,0.01,0.905,0.085,983.13496528827,8.495949227515425,23,primitive_baseline
4,0.015,0.87,0.115,997.4372309516272,10.633399599117384,23,primitive_baseline
5,0.015,0.825,0.16,1101.3464974599049,15.577578619550515,23,primitive_baseline
6,0.02,0.79,0.19,1165.768464904638,19.683940566777196,23,primitive_baseline
7,0.02,0.745,0.235,1260.6123286987054,23.68613920679754,23,primitive_baseline
8,0.02,0.7,0.28,1352.5903998967165,27.36673907785319,23,primitive_baseline
9,0.025,0.665,0.31,1387.5620655642092,29.491778195267905,23,primitive_baseline
10,0.025,0.625,0.35,1475.3341739452035,32.77003596063561,23,primitive_baseline
11,0.025,0.6,0.375,1523.1063760869304,34.50171116130582,23,primitive_baseline
12,0.025,0.57,0.405,1576.3622584012694,36.6044560539419,23,primitive_baseline
13,0.025,0.55,0.425,1608.7625425874571,38.0483996717975,23,primitive_baseline
14,0.025,0.525,0.45,1683.1781088117677,42.15358709420889,23,primitive_baseline
15,0.025,0.52,0.455,1685.9517903739063,42.34141998483704,23,primitive_baseline
16,0.03,0.495,0.475,1696.207183639461,44.939935432623464,23,primitive_baseline
17,0.03,0.48,0.49,1711.9522100160762,46.68668264540695,23,primitive_baseline
18,0.03,0.46,0.51,1722.7947880839142,48.41079035675253,23,primitive_baseline
19,0.025,0.435,0.54,1763.5750451158442,49.7152312710383,23,primitive_baseline
20,0.025,0.43,0.545,1764.1797332717094,49.89835443616921,23,primitive_baseline
21,0.025,0.405,0.57,1766.601086364762,51.03869317815558,23,primitive_baseline
22,0.025,0.385,0.59,1767.1742400060718,51.82746474308467,23,primitive_baseline
23,0.03,0.36,0.61,1744.937507457889,53.89001969595169,23,primitive_baseline
24,0.03,0.355,0.615,1743.902828775964,54.19609475250485,23,primitive_baseline
25,0.03,0.335,0.635,1738.26341864885,55.44231992672017,23,primitive_baseline
26,0.03,0.325,0.645,1727.067071419782,57.11282477185827,23,primitive_baseline
27,0.03,0.305,0.665,1707.9182744413802,59.181625874892404,23,primitive_baseline
28,0.03,0.285,0.685,1670.445001961972,61.01966756986374,23,primitive_baseline
29,0.03,0.265,0.705,1642.3134691614146,62.90228562882534,23,primitive_baseline
30,0.03,0.245,0.725,1613.4768372840128,64.56060844226559,23,primitive_baseline
31,0.03,0.24,0.73,1597.961008862324,65.3696927121272,23,primitive_baseline
32,0.03,0.235,0.735,1597.3666834127253,65.39988891741658,23,primitive_baseline
33,0.03,0.225,0.745,1558.7200894198265,67.24855522407269,23,primitive_baseline
34,0.03,0.215,0.755,1536.8480580281805,68.20890203390715,23,primitive_baseline
35,0.03,0.21,0.76,1525.957627908064,68.6652897219426,23,primitive_baseline
36,0.03,0.205,0.765,1508.3680077951703,69.38280106928035,23,primitive_baseline
37,0.03,0.205,0.765,1508.3680077951703,69.38280106928035,23,primitive_baseline
38,0.03,0.18,0.79,1459.175765390699,71.2551291382279,23,primitive_baseline
39,0.03,0.17,0.8,1454.6977707906838,71.41665829141643,23,primitive_baseline
40,0.03,0.16,0.81,1432.1122707784718,72.22059153053566,23,primitive_baseline
41,0.03,0.15,0.82,1394.2346586828587,73.5027958609103,23,primitive_baseline
42,0.03,0.135,0.835,1358.4843281751903,74.64659850092016,23,primitive_baseline
43,0.03,0.13,0.84,1352.8117894323025,74.82453762083912,23,primitive_baseline
44,0.03,0.13,0.84,1352.8117894323025,74.82453762083912,23,primitive_baseline
45,0.03,0.125,0.845,1306.8278044788476,76.2216159627555,23,primitive_baseline
46,0.03,0.12,0.85,1300.0220264556506,76.42164671699993,23,primitive_baseline
47,0.03,0.115,0.855,1272.4957233265113,77.21883833834613,23,primitive_baseline
48,0.03,0.11,0.86,1259.4402942798822,77.58921734887542,23,primitive_baseline
49,0.03,0.11,0.86,1259.4402942798822,77.58921734887542,23,primitive_baseline
50,0.035,0.1,0.865,1231.0449342552793,77.75650386202648,23,primitive_baseline
51,0.035,0.09,0.875,1208.3144726748271,78.38380598832583,23,primitive_baseline
52,0.035,0.08,0.885,1199.7578407273886,78.6161613940877,23,primitive_baseline
53,0.035,0.075,0.89,1191.7363961399697,78.8332461565061,23,primitive_baseline
54,0.035,0.075,0.89,1191.7363961399697,78.8332461565061,23,primitive_baseline
55,0.035,0.07,0.895,1184.026079491411,79.04084819583082,23,primitive_baseline
56,0.035,0.07,0.895,1184.026079491411,79.04084819583082,23,primitive_baseline
57,0.035,0.07,0.895,1184.026079491411,79.04084819583082,23,primitive_baseline
58,0.035,0.07,0.895,1184.026079491411,79.04084819583082,23,primitive_baseline
59,0.035,0.06,0.905,1165.8310376169338,79.52514971866623,23,primitive_baseline
60,0.035,0.06,0.905,1165.8310376169338,79.52514971866623,23,primitive_baseline
61,0.035,0.055,0.91,1159.4049495117233,79.69439478196975,23,primitive_baseline
62,0.035,0.05,0.915,1153.6051736272448,79.84662178517404,23,primitive_baseline
63,0.035,0.045,0.92,1147.0090578304134,80.01707735655829,23,primitive_baseline
64,0.035,0.045,0.92,1147.0090578304134,80.01707735655829,23,primitive_baseline
65,0.035,0.04,0.925,1144.1510581839416,80.09069691087302,23,primitive_baseline
66,0.035,0.04,0.925,1144.1510581839416,80.09069691087302,23,primitive_baseline
67,0.035,0.04,0.925,1144.1510581839416,80.09069691087302,23,primitive_baseline
68,0.035,0.035,0.93,1139.004318828388,80.22347406279943,23,primitive_baseline
69,0.035,0.035,0.93,1139.004318828388,80.22347406279943,23,primitive_baseline
70,0.035,0.025,0.94,1116.643074303417,80.79539624534934,23,primitive_baseline
71,0.035,0.02,0.945,1106.5154985766703,81.04977333250278,23,primitive_baseline
72,0.035,0.015,0.95,1088.0659074207292,81.50882418776257,23,primitive_baseline
73,0.035,0.015,0.95,1088.0659074207292,81.50882418776257,23,primitive_baseline
74,0.035,0.01,0.955,1068.081784469011,82.00057173447749,23,primitive_baseline
75,0.035,0.01,0.955,1068.081784469011,82.00057173447749,23,primitive_baseline
76,0.035,0.01,0.955,1068.081784469011,82.00057173447749,23,primitive_baseline
77,0.035,0.01,0.955,1068.081784469011,82.00057173447749,23,primitive_baseline
78,0.035,0.01,0.955,1068.081784469011,82.00057173447749,23,primitive_baseline
0,0.0,0.94,0.06,950.0464685630596,5.5207280146174575,23,safety_only
1,0.005,0.935,0.06,938.9967819988827,5.5207280146174575,23,safety_only
2,0.005,0.93,0.065,952.4820793359359,6.5531682351422855,23,safety_only
3,0.01,0.905,0.085,983.13496528827,8.495949227515425,23,safety_only
4,0.015,0.87,0.115,997.4372309516272,10.633399599117384,23,safety_only
5,0.015,0.825,0.16,1101.3464974599049,15.577578619550515,23,safety_only
6,0.02,0.79,0.19,1165.768464904638,19.683940566777196,23,safety_only
7,0.02,0.745,0.235,1260.6123286987054,23.68613920679754,23,safety_only
8,0.02,0.7,0.28,1352.5903998967165,27.36673907785319,23,safety_only
9,0.025,0.665,0.31,1387.5620655642092,29.491778195267905,23,safety_only
10,0.025,0.625,0.35,1475.3341739452035,32.77003596063561,23,safety_only
11,0.03,0.62,0.35,1465.0628198914558,32.77003596063561,23,safety_only
12,0.03,0.62,0.35,1465.0628198914558,32.77003596063561,23,safety_only
13,0.03,0.62,0.35,1465.0628198914558,32.77003596063561,23,safety_only
14,0.03,0.62,0.35,1465.0628198914558,32.77003596063561,23,safety_only
0,0.0,0.94,0.06,1031.5597568773285,4.997562419173592,24,primitive_baseline
1,0.005,0.935,0.06,1023.42203519494,4.997562419173592,24,primitive_baseline
2,0.03,0.91,0.06,985.5334505852445,4.997562419173592,24,primitive_baseline
3,0.03,0.91,0.06,985.5334505852445,4.997562419173592,24,primitive_baseline
4,0.04,0.9,0.06,966.9543437417403,4.997562419173592,24,primitive_baseline
0,0.0,0.94,0.06,1031.5597568773285,4.997562419173592,24,safety_only
1,0.005,0.935,0.06,1023.42203519494,4.997562419173592,24,safety_only
2,0.03,0.91,0.06,985.5334505852445,4.997562419173592,24,safety_only
3,0.03,0.91,0.06,985.5334505852445,4.997562419173592,24,safety_only
4,0.04,0.9,0.06,966.9543437417403,4.997562419173592,24,safety_only
0,0.0,0.94,0.06,961.6404389933974,3.6391022368658703,25,primitive_baseline
1,0.005,0.935,0.06,953.0389649526604,3.6391022368658703,25,primitive_baseline
2,0.005,0.935,0.06,953.0389649526604,3.6391022368658703,25,primitive_baseline
3,0.005,0.935,0.06,953.0389649526604,3.6391022368658703,25,primitive_baseline
4,0.015,0.93,0.055,918.1116082880392,3.1815325313973175,25,primitive_baseline
5,0.015,0.935,0.05,918.5939607900368,3.085728033839307,25,primitive_baseline
6,0.015,0.935,0.05,918.5939607900368,3.085728033839307,25,primitive_baseline
7,0.02,0.93,0.05,906.8398557065962,3.085728033839307,25,primitive_baseline
8,0.02,0.93,0.05,906.8398557065962,3.085728033839307,25,primitive_baseline
9,0.02,0.935,0.045,917.1474432422165,2.1860591836385512,25,primitive_baseline
10,0.02,0.945,0.035,929.6776007434672,1.6392427203448274,25,primitive_baseline
11,0.02,0.945,0.035,929.6776007434672,1.6392427203448274,25,primitive_baseline
12,0.025,0.94,0.035,912.6460548319197,1.6392427203448274,25,primitive_baseline
13,0.025,0.945,0.03,931.1823213295846,1.1004583789238724,25,primitive_baseline
14,0.025,0.945,0.03,931.1823213295846,1.1004583789238724,25,primitive_baseline
15,0.025,0.945,0.03,931.1823213295846,1.1004583789238724,25,primitive_baseline
16,0.025,0.945,0.03,931.1823213295846,1.1004583789238724,25,primitive_baseline
17,0.025,0.945,0.03,931.1823213295846,1.1004583789238724,25,primitive_baseline
0,0.0,0.94,0.06,961.6404389933974,3.6391022368658703,25,safety_only
1,0.005,0.935,0.06,953.0389649526604,3.6391022368658703,25,safety_only
2,0.005,0.935,0.06,953.0389649526604,3.6391022368658703,25,safety_only
3,0.005,0.935,0.06,953.0389649526604,3.6391022368658703,25,safety_only
4,0.015,0.93,0.055,918.1116082880392,3.1815325313973175,25,safety_only
5,0.015,0.935,0.05,918.5939607900368,3.085728033839307,25,safety_only
6,0.015,0.935,0.05,918.5939607900368,3.085728033839307,25,safety_only
7,0.02,0.93,0.05,906.8398557065962,3.085728033839307,25,safety_only
8,0.02,0.93,0.05,906.8398557065962,3.085728033839307,25,safety_only
9,0.02,0.935,0.045,917.1474432422165,2.1860591836385512,25,safety_only
10,0.02,0.945,0.035,929.6776007434672,1.6392427203448274,25,safety_only
11,0.02,0.945,0.035,929.6776007434672,1.6392427203448274,25,safety_only
12,0.025,0.94,0.035,912.6460548319197,1.6392427203448274,25,safety_only
13,0.025,0.945,0.03,931.1823213295846,1.1004583789238724,25,safety_only
14,0.025,0.945,0.03,931.1823213295846,1.1004583789238724,25,safety_only
15,0.025,0.945,0.03,931.1823213295846,1.1004583789238724,25,safety_only
16,0.025,0.945,0.03,931.1823213295846,1.1004583789238724,25,safety_only
17,0.025,0.945,0.03,931.1823213295846,1.1004583789238724,25,safety_only
0,0.0,0.94,0.06,867.3600365373961,5.335363051260898,26,primitive_baseline
1,0.01,0.93,0.06,850.1097956196021,5.0088284617642405,26,primitive_baseline
2,0.01,0.935,0.055,844.727752026879,4.381596375392048,26,primitive_baseline
3,0.01,0.935,0.055,844.727752026879,4.381596375392048,26,primitive_baseline
4,0.02,0.935,0.045,809.1143231876183,3.4352636075118803,26,primitive_baseline
5,0.02,0.935,0.045,809.1143231876183,3.4352636075118803,26,primitive_baseline
6,0.03,0.925,0.045,777.3601049385667,3.4352636075118803,26,primitive_baseline
7,0.03,0.925,0.045,777.3601049385667,3.4352636075118803,26,primitive_baseline
8,0.04,0.92,0.04,767.4652388440012,3.1487211293755575,26,primitive_baseline
9,0.04,0.92,0.04,767.4652388440012,3.1487211293755575,26,primitive_baseline
10,0.045,0.925,0.03,768.1151683979173,2.3087556044548423,26,primitive_baseline
11,0.05,0.92,0.03,766.0103492204902,2.3087556044548423,26,primitive_baseline
12,0.05,0.92,0.03,766.0103492204902,2.3087556044548423,26,primitive_baseline
13,0.055,0.915,0.03,761.3349687714199,2.3087556044548423,26,primitive_baseline
14,0.055,0.915,0.03,761.3349687714199,2.3087556044548423,26,primitive_baseline
0,0.0,0.94,0.06,867.3600365373961,5.335363051260898,26,safety_only
1,0.01,0.93,0.06,850.1097956196021,5.0088284617642405,26,safety_only
2,0.01,0.935,0.055,844.727752026879,4.381596375392048,26,safety_only
3,0.01,0.935,0.055,844.727752026879,4.381596375392048,26,safety_only
4,0.02,0.935,0.045,809.1143231876183,3.4352636075118803,26,safety_only
5,0.02,0.935,0.045,809.1143231876183,3.4352636075118803,26,safety_only
6,0.03,0.925,0.045,777.3601049385667,3.4352636075118803,26,safety_only
7,0.03,0.925,0.045,777.3601049385667,3.4352636075118803,26,safety_only
8,0.04,0.92,0.04,767.4652388440012,3.1487211293755575,26,safety_only
9,0.04,0.92,0.04,767.4652388440012,3.1487211293755575,26,safety_only
10,0.045,0.925,0.03,768.1151683979173,2.3087556044548423,26,safety_only
11,0.05,0.92,0.03,766.0103492204902,2.3087556044548423,26,safety_only
12,0.05,0.92,0.03,766.0103492204902,2.3087556044548423,26,safety_only
13,0.055,0.915,0.03,761.3349687714199,2.3087556044548423,26,safety_only
14,0.055,0.915,0.03,761.3349687714199,2.3087556044548423,26,safety_only
0,0.0,0.94,0.06,949.876224835848,7.17358830502874,27,primitive_baseline
1,0.0,0.93,0.07,960.4845458515821,7.785608345213746,27,primitive_baseline
2,0.005,0.91,0.085,969.8333134538027,8.784506808689978,27,primitive_baseline
3,0.005,0.875,0.12,1094.5675381324431,14.721376338824506,27,primitive_baseline
4,0.005,0.825,0.17,1206.889082778916,19.551564755984202,27,primitive_baseline
5,0.01,0.78,0.21,1277.0396008700247,23.234030513189133,27,primitive_baseline
6,0.01,0.745,0.245,1335.47232934134,25.51755740122109,27,primitive_baseline
7,0.015,0.7,0.285,1390.5623084019905,28.10806756144555,27,primitive_baseline
8,0.015,0.675,0.31,1454.2933109095363,30.441740079028182,27,primitive_baseline
9,0.015,0.64,0.345,1575.6517154626674,34.67940009443636,27,primitive_baseline
10,0.02,0.61,0.37,1604.4995758930302,36.7291400682506,27,primitive_baseline
11,0.02,0.585,0.395,1707.5483795749303,40.5012252732549,27,primitive_baseline
12,0.02,0.565,0.415,1739.31832878184,41.861506105786034,27,primitive_baseline
13,0.02,0.535,0.445,1790.7016895855268,44.38118982481662,27,primitive_baseline
14,0.02,0.515,0.465,1804.279276246262,45.13918406302102,27,primitive_baseline
15,0.02,0.485,0.495,1819.3580748614304,46.04525615852134,27,primitive_baseline
16,0.02,0.455,0.525,1842.751940468204,47.62332051945896,27,primitive_baseline
17,0.02,0.445,0.535,1851.782392751311,48.31570668733242,27,primitive_baseline
18,0.02,0.42,0.56,1877.3540691939143,50.686728012619,27,primitive_baseline
19,0.02,0.41,0.57,1880.1096291264375,51.00038263635068,27,primitive_baseline
20,0.025,0.39,0.585,1868.6285178977791,52.01236063596779,27,primitive_baseline
21,0.025,0.37,0.605,1875.8355775068997,53.19788316988759,27,primitive_baseline
22,0.025,0.355,0.62,1883.9394476948894,55.43805872239308,27,primitive_baseline
23,0.025,0.33,0.645,1885.306700742103,57.29624277016935,27,primitive_baseline
24,0.025,0.3,0.675,1881.5165112232003,59.16862848933786,27,primitive_baseline
25,0.025,0.28,0.695,1872.8189937727188,61.08848888635724,27,primitive_baseline
26,0.025,0.27,0.705,1868.6771477947004,61.75398922034314,27,primitive_baseline
