t,share_N,share_E,share_F,W,C_ext,run_id,fee_multiple
49,0.0,0.085,0.915,1527.0534018612268,74.04700108318164,3,0.5
50,0.0,0.085,0.915,1527.0534018612268,74.04700108318164,3,0.5
51,0.0,0.085,0.915,1527.0534018612268,74.04700108318164,3,0.5
52,0.0,0.085,0.915,1527.0534018612268,74.04700108318164,3,0.5
53,0.0,0.075,0.925,1514.0126571802234,74.49923654062782,3,0.5
54,0.0,0.07,0.93,1511.1754012992697,74.59710179750432,3,0.5
55,0.0,0.065,0.935,1491.8140793222597,75.25683982622428,3,0.5
56,0.0,0.065,0.935,1491.8140793222597,75.25683982622428,3,0.5
57,0.0,0.065,0.935,1491.8140793222597,75.25683982622428,3,0.5
58,0.0,0.06,0.94,1477.8663383644232,75.7164920931425,3,0.5
59,0.0,0.055,0.945,1474.2060990720008,75.83553390150266,3,0.5
60,0.0,0.055,0.945,1474.2060990720008,75.83553390150266,3,0.5
61,0.0,0.055,0.945,1474.2060990720008,75.83553390150266,3,0.5
62,0.0,0.055,0.945,1474.2060990720008,75.83553390150266,3,0.5
63,0.0,0.055,0.945,1474.2060990720008,75.83553390150266,3,0.5
0,0.0,1.0,0.0,943.3021625114227,0.0,3,1.0
1,0.0,0.95,0.05,848.8112236013449,4.723487520462342,3,1.0
2,0.0,0.905,0.095,918.8279399395201,8.856797545946751,3,1.0
3,0.0,0.855,0.145,1056.7601880351035,15.009564680705044,3,1.0
4,0.0,0.82,0.18,1164.768640203216,19.39731097375087,3,1.0
5,0.0,0.79,0.21,1311.4597444450508,24.93020381653475,3,1.0
6,0.0,0.755,0.245,1399.2750586354948,28.03642546878693,3,1.0
7,0.0,0.715,0.285,1478.7898084840551,30.728292769902435,3,1.0
8,0.0,0.715,0.285,1478.7898084840551,30.728292769902435,3,1.0
9,0.0,0.715,0.285,1478.7898084840551,30.728292769902435,3,1.0
10,0.0,0.715,0.285,1478.7898084840551,30.728292769902435,3,1.0
11,0.0,0.715,0.285,1478.7898084840551,30.728292769902435,3,1.0
0,0.0,1.0,0.0,943.3021625114227,0.0,3,1.5
1,0.0,0.95,0.05,848.8112236013449,4.723487520462342,3,1.5
2,0.0,0.905,0.095,918.8279399395201,8.856797545946751,3,1.5
3,0.0,0.855,0.145,1056.7601880351035,15.009564680705044,3,1.5
4,0.0,0.82,0.18,1164.768640203216,19.39731097375087,3,1.5
5,0.0,0.79,0.21,1311.4597444450508,24.93020381653475,3,1.5
6,0.0,0.755,0.245,1399.2750586354948,28.03642546878693,3,1.5
7,0.0,0.715,0.285,1478.7898084840551,30.728292769902435,3,1.5
8,0.0,0.725,0.275,1447.9950229122587,29.69907030323896,3,1.5
9,0.0,0.69,0.31,1513.0947140267235,31.85893284501921,3,1.5
10,0.0,0.71,0.29,1484.8491971402316,30.931281222303987,3,1.5
11,0.0,0.725,0.275,1436.06730999501,29.30057897129003,3,1.5
12,0.0,0.685,0.315,1523.2932609359373,32.195589121709375,3,1.5
13,0.0,0.7,0.3,1476.8502158658348,30.672046218157295,3,1.5
14,0.0,0.715,0.285,1418.557630906822,28.70120474161392,3,1.5
15,0.0,0.725,0.275,1402.3098017372015,28.145723587131243,3,1.5
16,0.0,0.69,0.31,1477.2987127594106,30.69040982359557,3,1.5
17,0.0,0.695,0.305,1467.305860560365,30.358748602930465,3,1.5
18,0.0,0.665,0.335,1537.3741394534252,32.65824088892133,3,1.5
19,0.0,0.675,0.325,1524.6383545633103,32.24648279362503,3,1.5
20,0.0,0.705,0.295,1457.9754897500768,30.049368092354012,3,1.5
21,0.0,0.725,0.275,1421.6295152409039,28.822915556800588,3,1.5
22,0.0,0.685,0.315,1517.9745374370725,32.0382856990847,3,1.5
23,0.0,0.7,0.3,1453.5104742784706,29.91427912469812,3,1.5
24,0.0,0.66,0.34,1537.4558265745534,32.67596135801291,3,1.5
25,0.0,0.67,0.33,1493.0463236982491,31.226255696804674,3,1.5
26,0.0,0.68,0.32,1484.4869787798725,30.944694086071593,3,1.5
27,0.0,0.695,0.305,1467.8380170144123,30.390587519306578,3,1.5
28,0.0,0.67,0.33,1523.6604023198831,32.23125206916579,3,1.5
29,0.0,0.68,0.32,1496.6545331830976,31.348472374520863,3,1.5
30,0.0,0.695,0.305,1453.8994576898376,29.926961888243206,3,1.5
31,0.0,0.665,0.335,1536.4455158134888,32.64424803614318,3,1.5
32,0.0,0.685,0.315,1423.593217518096,28.891159131240727,3,1.5
33,0.0,0.66,0.34,1489.5033449309856,31.101659470044716,3,1.5
34,0.0,0.675,0.325,1449.1601029686972,29.758697356273984,3,1.5
35,0.0,0.655,0.345,1498.4979360679647,31.399055354038403,3,1.5
36,0.0,0.67,0.33,1477.2800280212493,30.699170779966124,3,1.5
37,0.0,0.685,0.315,1439.0350549604625,29.41454349367703,3,1.5
38,0.0,0.65,0.35,1518.55403901788,32.054283586744376,3,1.5
39,0.0,0.67,0.33,1478.2820168821825,30.73032333791894,3,1.5
40,0.0,0.695,0.305,1413.687693078209,28.552312645051824,3,1.5
41,0.0,0.705,0.295,1402.7280183302612,28.175524281284265,3,1.5
42,0.0,0.675,0.325,1448.2403992213574,29.7256018247146,3,1.5
43,0.0,0.645,0.355,1513.1413364555199,31.877660558782836,3,1.5
44,0.0,0.67,0.33,1473.4076272400366,30.568741569698833,3,1.5
45,0.0,0.675,0.325,1464.1506817749205,30.259096288888546,3,1.5
46,0.0,0.69,0.31,1421.264757824718,28.81227854533829,3,1.5
47,0.0,0.66,0.34,1472.4385951029121,30.536674033041486,3,1.5
48,0.0,0.685,0.315,1394.5183825286224,27.893344187652836,3,1.5
49,0.0,0.645,0.355,1505.1086164254536,31.614331714106267,3,1.5
50,0.0,0.645,0.355,1505.1086164254536,31.614331714106267,3,1.5
51,0.0,0.68,0.32,1421.5131698695013,28.81830678807951,3,1.5
52,0.0,0.65,0.35,1515.4700816749182,31.951687135621444,3,1.5
53,0.0,0.675,0.325,1459.1440230737044,30.091343870260935,3,1.5
54,0.0,0.645,0.355,1511.7042663371317,31.82367833035844,3,1.5
55,0.0,0.65,0.35,1503.8362638862309,31.567286797775488,3,1.5
56,0.0,0.625,0.375,1537.149733845847,32.6517991334563,3,1.5
57,0.0,0.64,0.36,1478.3356509803557,30.731744740281115,3,1.5
58,0.0,0.665,0.335,1423.6829984617025,28.89040571821029,3,1.5
59,0.0,0.63,0.37,1491.3204246756584,31.154238975830587,3,1.5
60,0.0,0.62,0.38,1518.463636947606,32.04532799909022,3,1.5
61,0.0,0.645,0.355,1456.0947007032855,29.983479287593937,3,1.5
62,0.0,0.61,0.39,1496.6527836864582,31.330911877545766,3,1.5
63,0.0,0.635,0.365,1461.3113096383906,30.157201825407817,3,1.5
64,0.0,0.6,0.4,1517.8803788938462,32.02754494520803,3,1.5
65,0.0,0.62,0.38,1483.8362044147161,30.911363839335937,3,1.5
66,0.0,0.65,0.35,1462.1986761866017,30.191054547647845,3,1.5
67,0.0,0.66,0.34,1456.1861234510986,29.989877370069355,3,1.5
68,0.0,0.625,0.375,1529.8188950026356,32.41683367764051,3,1.5
69,0.0,0.635,0.365,1484.090420637297,30.91843772649862,3,1.5
70,0.0,0.65,0.35,1445.075275866597,29.616005848434526,3,1.5
71,0.0,0.675,0.325,1361.3380405500566,26.730961355218007,3,1.5
72,0.0,0.64,0.36,1452.9132054754684,29.880857741899163,3,1.5
73,0.0,0.61,0.39,1533.8462153506678,32.54626160099113,3,1.5
74,0.0,0.63,0.37,1477.3892063848402,30.698244573997652,3,1.5
75,0.0,0.64,0.36,1460.4234368280408,30.13298008382479,3,1.5
76,0.0,0.61,0.39,1526.4144146682447,32.30361232956602,3,1.5
77,0.0,0.625,0.375,1493.5340114488044,31.227898538125984,3,1.5
78,0.0,0.63,0.37,1481.8330827433388,30.841975640687945,3,1.5
79,0.0,0.64,0.36,1456.0448002092564,29.981167970017935,3,1.5
80,0.0,0.61,0.39,1511.3478668563087,31.809618830138046,3,1.5
81,0.0,0.63,0.37,1455.571617688097,29.96587238542069,3,1.5
82,0.0,0.645,0.355,1440.8304505560632,29.468535958551435,3,1.5
83,0.0,0.615,0.385,1505.0209309033232,31.60099408670049,3,1.5
84,0.0,0.63,0.37,1482.3784470976477,30.85345782848171,3,1.5
85,0.0,0.64,0.36,1450.3804623064248,29.785512619384033,3,1.5
86,0.0,0.655,0.345,1411.05089819593,28.450190042934246,3,1.5
87,0.0,0.62,0.38,1539.2474556595337,32.707098056177685,3,1.5
88,0.0,0.655,0.345,1458.9920808592099,30.07438104350528,3,1.5
89,0.0,0.66,0.34,1443.127986542021,29.539713116793287,3,1.5
90,0.0,0.665,0.335,1419.450345995895,28.733526005651257,3,1.5
91,0.0,0.67,0.33,1391.995070220066,27.786600924149592,3,1.5
92,0.0,0.63,0.37,1480.6096547206128,30.792486140981048,3,1.5
93,0.0,0.615,0.385,1514.0958854458881,31.893756617667904,3,1.5
94,0.0,0.62,0.38,1496.0369675824368,31.303775684035074,3,1.5
95,0.0,0.605,0.395,1537.8309273819955,32.65942391399903,3,1.5
96,0.0,0.62,0.38,1510.8848108223654,31.78428330435215,3,1.5
97,0.0,0.645,0.355,1431.33228317937,29.132745023967168,3,1.5
98,0.0,0.62,0.38,1524.7214785930917,32.240803759916446,3,1.5
99,0.0,0.64,0.36,1455.9973426926479,29.967964667676352,3,1.5
100,0.0,0.61,0.39,1512.314919060736,31.83175357345195,3,1.5
0,0.0,1.0,0.0,943.3021625114227,0.0,3,2.0
1,0.0,0.95,0.05,848.8112236013449,4.723487520462342,3,2.0
2,0.0,0.905,0.095,918.8279399395201,8.856797545946751,3,2.0
3,0.0,0.855,0.145,1056.7601880351035,15.009564680705044,3,2.0
4,0.0,0.82,0.18,1164.768640203216,19.39731097375087,3,2.0
5,0.0,0.79,0.21,1311.4597444450508,24.93020381653475,3,2.0
6,0.0,0.755,0.245,1399.2750586354948,28.03642546878693,3,2.0
7,0.0,0.715,0.285,1478.7898084840551,30.728292769902435,3,2.0
8,0.0,0.725,0.275,1447.9950229122587,29.69907030323896,3,2.0
9,0.0,0.69,0.31,1513.0947140267235,31.85893284501921,3,2.0
10,0.0,0.71,0.29,1484.8491971402316,30.931281222303987,3,2.0
11,0.0,0.725,0.275,1436.06730999501,29.30057897129003,3,2.0
12,0.0,0.685,0.315,1523.2932609359373,32.195589121709375,3,2.0
13,0.0,0.7,0.3,1476.8502158658348,30.672046218157295,3,2.0
14,0.0,0.715,0.285,1418.557630906822,28.70120474161392,3,2.0
15,0.0,0.725,0.275,1402.3098017372015,28.145723587131243,3,2.0
16,0.0,0.69,0.31,1477.2987127594106,30.69040982359557,3,2.0
17,0.0,0.695,0.305,1467.305860560365,30.358748602930465,3,2.0
18,0.0,0.665,0.335,1537.3741394534252,32.65824088892133,3,2.0
19,0.0,0.675,0.325,1524.6383545633103,32.24648279362503,3,2.0
20,0.0,0.705,0.295,1457.9754897500768,30.049368092354012,3,2.0
21,0.0,0.725,0.275,1421.6295152409039,28.822915556800588,3,2.0
22,0.0,0.685,0.315,1517.9745374370725,32.0382856990847,3,2.0
23,0.0,0.7,0.3,1453.5104742784706,29.91427912469812,3,2.0
24,0.0,0.66,0.34,1537.4558265745534,32.67596135801291,3,2.0
25,0.0,0.67,0.33,1493.0463236982491,31.226255696804674,3,2.0
26,0.0,0.68,0.32,1484.4869787798725,30.944694086071593,3,2.0
27,0.0,0.695,0.305,1467.8380170144123,30.390587519306578,3,2.0
28,0.0,0.67,0.33,1523.6604023198831,32.23125206916579,3,2.0
29,0.0,0.68,0.32,1496.6545331830976,31.348472374520863,3,2.0
30,0.0,0.695,0.305,1453.8994576898376,29.926961888243206,3,2.0
31,0.0,0.665,0.335,1536.4455158134888,32.64424803614318,3,2.0
32,0.0,0.685,0.315,1423.593217518096,28.891159131240727,3,2.0
33,0.0,0.66,0.34,1489.5033449309856,31.101659470044716,3,2.0
34,0.0,0.675,0.325,1449.1601029686972,29.758697356273984,3,2.0
35,0.0,0.655,0.345,1498.4979360679647,31.399055354038403,3,2.0
36,0.0,0.67,0.33,1477.2800280212493,30.699170779966124,3,2.0
37,0.0,0.685,0.315,1439.0350549604625,29.41454349367703,3,2.0
38,0.0,0.65,0.35,1518.55403901788,32.054283586744376,3,2.0
39,0.0,0.67,0.33,1478.2820168821825,30.73032333791894,3,2.0
40,0.0,0.695,0.305,1413.687693078209,28.552312645051824,3,2.0
41,0.0,0.705,0.295,1402.7280183302612,28.175524281284265,3,2.0
42,0.0,0.675,0.325,1448.2403992213574,29.7256018247146,3,2.0
43,0.0,0.645,0.355,1513.1413364555199,31.877660558782836,3,2.0
44,0.0,0.67,0.33,1473.4076272400366,30.568741569698833,3,2.0
45,0.0,0.675,0.325,1464.1506817749205,30.259096288888546,3,2.0
46,0.0,0.69,0.31,1421.264757824718,28.81227854533829,3,2.0
47,0.0,0.66,0.34,1472.4385951029121,30.536674033041486,3,2.0
48,0.0,0.685,0.315,1394.5183825286224,27.893344187652836,3,2.0
49,0.0,0.645,0.355,1505.1086164254536,31.614331714106267,3,2.0
50,0.0,0.645,0.355,1505.1086164254536,31.614331714106267,3,2.0
51,0.0,0.68,0.32,1421.5131698695013,28.81830678807951,3,2.0
52,0.0,0.65,0.35,1515.4700816749182,31.951687135621444,3,2.0
53,0.0,0.675,0.325,1459.1440230737044,30.091343870260935,3,2.0
54,0.0,0.645,0.355,1511.7042663371317,31.82367833035844,3,2.0
55,0.0,0.65,0.35,1503.8362638862309,31.567286797775488,3,2.0
56,0.0,0.625,0.375,1537.149733845847,32.6517991334563,3,2.0
57,0.0,0.64,0.36,1478.3356509803557,30.731744740281115,3,2.0
58,0.0,0.665,0.335,1423.6829984617025,28.89040571821029,3,2.0
59,0.0,0.63,0.37,1491.3204246756584,31.154238975830587,3,2.0
60,0.0,0.62,0.38,1518.463636947606,32.04532799909022,3,2.0
61,0.0,0.645,0.355,1456.0947007032855,29.983479287593937,3,2.0
62,0.0,0.61,0.39,1496.6527836864582,31.330911877545766,3,2.0
63,0.0,0.635,0.365,1461.3113096383906,30.157201825407817,3,2.0
64,0.0,0.6,0.4,1517.8803788938462,32.02754494520803,3,2.0
65,0.0,0.62,0.38,1483.8362044147161,30.911363839335937,3,2.0
66,0.0,0.65,0.35,1462.1986761866017,30.191054547647845,3,2.0
67,0.0,0.66,0.34,1456.1861234510986,29.989877370069355,3,2.0
68,0.0,0.625,0.375,1529.8188950026356,32.41683367764051,3,2.0
69,0.0,0.635,0.365,1484.090420637297,30.91843772649862,3,2.0
70,0.0,0.65,0.35,1445.075275866597,29.616005848434526,3,2.0
71,0.0,0.675,0.325,1361.3380405500566,26.730961355218007,3,2.0
72,0.0,0.64,0.36,1452.9132054754684,29.880857741899163,3,2.0
73,0.0,0.61,0.39,1533.8462153506678,32.54626160099113,3,2.0
74,0.0,0.63,0.37,1477.3892063848402,30.698244573997652,3,2.0
75,0.0,0.64,0.36,1460.4234368280408,30.13298008382479,3,2.0
76,0.0,0.61,0.39,1526.4144146682447,32.30361232956602,3,2.0
77,0.0,0.625,0.375,1493.5340114488044,31.227898538125984,3,2.0
78,0.0,0.63,0.37,1481.8330827433388,30.841975640687945,3,2.0
79,0.0,0.64,0.36,1456.0448002092564,29.981167970017935,3,2.0
80,0.0,0.61,0.39,1511.3478668563087,31.809618830138046,3,2.0
81,0.0,0.63,0.37,1455.571617688097,29.96587238542069,3,2.0
82,0.0,0.645,0.355,1440.8304505560632,29.468535958551435,3,2.0
83,0.0,0.615,0.385,1505.0209309033232,31.60099408670049,3,2.0
84,0.0,0.63,0.37,1482.3784470976477,30.85345782848171,3,2.0
85,0.0,0.64,0.36,1450.3804623064248,29.785512619384033,3,2.0
86,0.0,0.655,0.345,1411.05089819593,28.450190042934246,3,2.0
87,0.0,0.62,0.38,1539.2474556595337,32.707098056177685,3,2.0
88,0.0,0.655,0.345,1458.9920808592099,30.07438104350528,3,2.0
89,0.0,0.66,0.34,1443.127986542021,29.539713116793287,3,2.0
90,0.0,0.665,0.335,1419.450345995895,28.733526005651257,3,2.0
91,0.0,0.67,0.33,1391.995070220066,27.786600924149592,3,2.0
92,0.0,0.63,0.37,1480.6096547206128,30.792486140981048,3,2.0
93,0.0,0.615,0.385,1514.0958854458881,31.893756617667904,3,2.0
94,0.0,0.62,0.38,1496.0369675824368,31.303775684035074,3,2.0
95,0.0,0.605,0.395,1537.8309273819955,32.65942391399903,3,2.0
96,0.0,0.62,0.38,1510.8848108223654,31.78428330435215,3,2.0
97,0.0,0.645,0.355,1431.33228317937,29.132745023967168,3,2.0
98,0.0,0.62,0.38,1524.7214785930917,32.240803759916446,3,2.0
99,0.0,0.64,0.36,1455.9973426926479,29.967964667676352,3,2.0
100,0.0,0.61,0.39,1512.314919060736,31.83175357345195,3,2.0
0,0.0,1.0,0.0,992.5648373136935,0.0,1,0.0
1,0.0,0.95,0.05,898.1955495865591,5.652536855072434,1,0.0
2,0.0,0.9,0.1,988.2271877320463,10.764555174811303,1,0.0
3,0.0,0.85,0.15,1068.705382650237,14.534010015106514,1,0.0
4,0.0,0.81,0.19,1163.8835827759963,18.705253184153772,1,0.0
5,0.0,0.765,0.235,1264.5313780643721,22.85257894111752,1,0.0
6,0.0,0.72,0.28,1342.7530469177616,25.91415772720476,1,0.0
7,0.0,0.695,0.305,1489.5281319318392,31.338521660958936,1,0.0
8,0.0,0.67,0.33,1549.8091757268137,33.45452687814676,1,0.0
9,0.0,0.625,0.375,1671.035818944165,37.51823401634064,1,0.0
10,0.0,0.595,0.405,1752.5352589896208,40.13981787354449,1,0.0
11,0.0,0.57,0.43,1810.8958637808757,42.14853589886464,1,0.0
12,0.0,0.54,0.46,1885.608572880249,45.14807996174051,1,0.0
13,0.0,0.51,0.49,1927.4519861475587,47.15207898835669,1,0.0
14,0.0,0.485,0.515,1957.3991976843038,48.83335747912266,1,0.0
15,0.0,0.46,0.54,1977.784933988337,50.146759600559434,1,0.0
16,0.0,0.44,0.56,1986.6265227764873,50.777496731057475,1,0.0
17,0.0,0.42,0.58,2007.3306540789927,52.505858001405464,1,0.0
18,0.0,0.395,0.605,2029.5688026813932,55.05691063846429,1,0.0
19,0.0,0.37,0.63,2043.568815035067,58.49473788154775,1,0.0
20,0.0,0.35,0.65,2041.9680089604672,61.21839665523715,1,0.0
21,0.0,0.335,0.665,2039.6483123292749,61.954256670572775,1,0.0
22,0.0,0.32,0.68,2036.7763555259598,62.636738051071895,1,0.0
23,0.0,0.305,0.695,2032.7095995045122,63.42264890808924,1,0.0
24,0.0,0.3,0.7,2030.4536296913325,63.79820713715683,1,0.0
25,0.0,0.29,0.71,2026.4505687927349,64.38011115676927,1,0.0
26,0.0,0.28,0.72,2019.2640063318358,65.30226920507374,1,0.0
27,0.0,0.27,0.73,2014.9053072667284,65.79801990243229,1,0.0
28,0.0,0.26,0.74,2008.257808809849,66.48019286491139,1,0.0
29,0.0,0.25,0.75,2002.4568597713996,67.02561922584873,1,0.0
30,0.0,0.235,0.765,1989.299712729487,68.15156357641149,1,0.0
31,0.0,0.225,0.775,1974.5034629563263,69.25827719637586,1,0.0
32,0.0,0.215,0.785,1963.2066519938235,70.0296374130148,1,0.0
33,0.0,0.205,0.795,1957.671143778821,70.38824086397591,1,0.0
34,0.0,0.2,0.8,1955.9518365661993,70.49686069084547,1,0.0
35,0.0,0.19,0.81,1948.8954318432332,70.93785840930181,1,0.0
36,0.0,0.185,0.815,1945.320745477304,71.15495576177845,1,0.0
37,0.0,0.175,0.825,1915.1906424010647,72.85862075039581,1,0.0
38,0.0,0.165,0.835,1903.288453860773,73.4745014964126,1,0.0
39,0.0,0.165,0.835,1903.288453860773,73.4745014964126,1,0.0
40,0.0,0.155,0.845,1888.7499291533181,74.18618848619234,1,0.0
41,0.0,0.145,0.855,1873.210124176825,74.91541614030447,1,0.0
42,0.0,0.13,0.87,1851.7977215383798,75.87542620080849,1,0.0
43,0.0,0.115,0.885,1822.6228135182519,77.10229546800686,1,0.0
44,0.0,0.105,0.895,1786.1233033937199,78.52492273128568,1,0.0
45,0.0,0.105,0.895,1786.1233033937199,78.52492273128568,1,0.0
46,0.0,0.105,0.895,1786.1233033937199,78.52492273128568,1,0.0
47,0.0,0.1,0.9,1779.4935870858246,78.77641719267262,1,0.0
48,0.0,0.1,0.9,1779.4935870858246,78.77641719267262,1,0.0
49,0.0,0.1,0.9,1779.4935870858246,78.77641719267262,1,0.0
50,0.0,0.095,0.905,1769.5142202436937,79.14958996535773,1,0.0
51,0.0,0.09,0.91,1755.6689839058517,79.65400099948361,1,0.0
52,0.0,0.085,0.915,1752.01420588732,79.78587295464271,1,0.0
53,0.0,0.085,0.915,1752.01420588732,79.78587295464271,1,0.0
54,0.0,0.075,0.925,1733.4473377058766,80.43752399255192,1,0.0
55,0.0,0.065,0.935,1705.9803772752882,81.37605692704975,1,0.0
56,0.0,0.065,0.935,1705.9803772752882,81.37605692704975,1,0.0
57,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,1,0.0
58,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,1,0.0
59,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,1,0.0
60,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,1,0.0
61,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,1,0.0
0,0.0,1.0,0.0,992.5648373136935,0.0,1,0.5
1,0.0,0.95,0.05,898.1955495865591,5.652536855072434,1,0.5
2,0.0,0.9,0.1,988.2271877320463,10.764555174811303,1,0.5
3,0.0,0.85,0.15,1068.705382650237,14.534010015106514,1,0.5
4,0.0,0.81,0.19,1163.8835827759963,18.705253184153772,1,0.5
5,0.0,0.765,0.235,1264.5313780643721,22.85257894111752,1,0.5
6,0.0,0.72,0.28,1342.7530469177616,25.91415772720476,1,0.5
7,0.0,0.695,0.305,1489.5281319318392,31.338521660958936,1,0.5
8,0.0,0.67,0.33,1549.8091757268137,33.45452687814676,1,0.5
9,0.0,0.625,0.375,1671.035818944165,37.51823401634064,1,0.5
10,0.0,0.595,0.405,1752.5352589896208,40.13981787354449,1,0.5
11,0.0,0.57,0.43,1810.8958637808757,42.14853589886464,1,0.5
12,0.0,0.54,0.46,1885.608572880249,45.14807996174051,1,0.5
13,0.0,0.51,0.49,1927.4519861475587,47.15207898835669,1,0.5
14,0.0,0.485,0.515,1957.3991976843038,48.83335747912266,1,0.5
15,0.0,0.46,0.54,1977.784933988337,50.146759600559434,1,0.5
16,0.0,0.44,0.56,1986.6265227764873,50.777496731057475,1,0.5
17,0.0,0.42,0.58,2007.3306540789927,52.505858001405464,1,0.5
18,0.0,0.395,0.605,2029.5688026813932,55.05691063846429,1,0.5
19,0.0,0.37,0.63,2043.568815035067,58.49473788154775,1,0.5
20,0.0,0.35,0.65,2041.9680089604672,61.21839665523715,1,0.5
21,0.0,0.335,0.665,2039.6483123292749,61.954256670572775,1,0.5
22,0.0,0.32,0.68,2036.7763555259598,62.636738051071895,1,0.5
23,0.0,0.305,0.695,2032.7095995045122,63.42264890808924,1,0.5
24,0.0,0.3,0.7,2030.4536296913325,63.79820713715683,1,0.5
25,0.0,0.29,0.71,2026.4505687927349,64.38011115676927,1,0.5
26,0.0,0.28,0.72,2019.2640063318358,65.30226920507374,1,0.5
27,0.0,0.27,0.73,2014.9053072667284,65.79801990243229,1,0.5
28,0.0,0.26,0.74,2008.257808809849,66.48019286491139,1,0.5
29,0.0,0.25,0.75,2002.4568597713996,67.02561922584873,1,0.5
30,0.0,0.235,0.765,1989.299712729487,68.15156357641149,1,0.5
31,0.0,0.225,0.775,1974.5034629563263,69.25827719637586,1,0.5
32,0.0,0.215,0.785,1963.2066519938235,70.0296374130148,1,0.5
33,0.0,0.205,0.795,1957.671143778821,70.38824086397591,1,0.5
34,0.0,0.2,0.8,1955.9518365661993,70.49686069084547,1,0.5
35,0.0,0.19,0.81,1948.8954318432332,70.93785840930181,1,0.5
36,0.0,0.185,0.815,1945.320745477304,71.15495576177845,1,0.5
37,0.0,0.175,0.825,1915.1906424010647,72.85862075039581,1,0.5
38,0.0,0.165,0.835,1903.288453860773,73.4745014964126,1,0.5
39,0.0,0.165,0.835,1903.288453860773,73.4745014964126,1,0.5
40,0.0,0.155,0.845,1888.7499291533181,74.18618848619234,1,0.5
41,0.0,0.145,0.855,1873.210124176825,74.91541614030447,1,0.5
42,0.0,0.13,0.87,1851.7977215383798,75.87542620080849,1,0.5
43,0.0,0.115,0.885,1822.6228135182519,77.10229546800686,1,0.5
44,0.0,0.105,0.895,1786.1233033937199,78.52492273128568,1,0.5
45,0.0,0.105,0.895,1786.1233033937199,78.52492273128568,1,0.5
46,0.0,0.105,0.895,1786.1233033937199,78.52492273128568,1,0.5
47,0.0,0.1,0.9,1779.4935870858246,78.77641719267262,1,0.5
48,0.0,0.1,0.9,1779.4935870858246,78.77641719267262,1,0.5
49,0.0,0.1,0.9,1779.4935870858246,78.77641719267262,1,0.5
50,0.0,0.095,0.905,1769.5142202436937,79.14958996535773,1,0.5
51,0.0,0.09,0.91,1755.6689839058517,79.65400099948361,1,0.5
52,0.0,0.085,0.915,1752.01420588732,79.78587295464271,1,0.5
53,0.0,0.085,0.915,1752.01420588732,79.78587295464271,1,0.5
54,0.0,0.075,0.925,1733.4473377058766,80.43752399255192,1,0.5
55,0.0,0.065,0.935,1705.9803772752882,81.37605692704975,1,0.5
56,0.0,0.065,0.935,1705.9803772752882,81.37605692704975,1,0.5
57,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,1,0.5
58,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,1,0.5
59,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,1,0.5
60,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,1,0.5
61,0.0,0.05,0.95,1682.0735767059368,82.16280908773088,1,0.5
0,0.0,1.0,0.0,992.5648373136935,0.0,1,1.0
1,0.0,0.95,0.05,898.1955495865591,5.652536855072434,1,1.0
2,0.0,0.9,0.1,988.2271877320463,10.764555174811303,1,1.0
3,0.0,0.85,0.15,1068.705382650237,14.534010015106514,1,1.0
4,0.0,0.81,0.19,1163.8835827759963,18.705253184153772,1,1.0
5,0.0,0.765,0.235,1264.5313780643721,22.85257894111752,1,1.0
6,0.0,0.72,0.28,1342.7530469177616,25.91415772720476,1,1.0
7,0.0,0.695,0.305,1489.5281319318392,31.338521660958936,1,1.0
8,0.0,0.67,0.33,1549.8091757268137,33.45452687814676,1,1.0
9,0.0,0.625,0.375,1671.035818944165,37.51823401634064,1,1.0
10,0.0,0.625,0.375,1671.035818944165,37.51823401634064,1,1.0
11,0.0,0.6,0.4,1734.5744938612363,39.55690611718498,1,1.0
12,0.0,0.6,0.4,1734.5744938612363,39.55690611718498,1,1.0
13,0.0,0.6,0.4,1734.5744938612363,39.55690611718498,1,1.0
14,0.0,0.6,0.4,1734.5744938612363,39.55690611718498,1,1.0
15,0.0,0.6,0.4,1734.5744938612363,39.55690611718498,1,1.0
0,0.0,1.0,0.0,992.5648373136935,0.0,1,1.5
1,0.0,0.95,0.05,898.1955495865591,5.652536855072434,1,1.5
2,0.0,0.9,0.1,988.2271877320463,10.764555174811303,1,1.5
3,0.0,0.85,0.15,1068.705382650237,14.534010015106514,1,1.5
4,0.0,0.81,0.19,1163.8835827759963,18.705253184153772,1,1.5
5,0.0,0.765,0.235,1264.5313780643721,22.85257894111752,1,1.5
6,0.0,0.72,0.28,1342.7530469177616,25.91415772720476,1,1.5
7,0.0,0.695,0.305,1489.5281319318392,31.338521660958936,1,1.5
8,0.0,0.67,0.33,1549.8091757268137,33.45452687814676,1,1.5
9,0.0,0.625,0.375,1671.035818944165,37.51823401634064,1,1.5
10,0.0,0.645,0.355,1619.2293006596253,35.80852856229368,1,1.5
